point,loop_1,loop_2,loop_3,loop_4,loop_5,loop_1_yaw,loop_2_yaw,loop_3_yaw,loop_4_yaw,loop_5_yaw
1,,0.24303697076249436,0.1756657669059088,0.32867590117975665,0.1448492307845965,,-0.10211496671687527,-0.11639094461624964,-0.11393606567179138,-0.12501476862683392
2,0.2003459375789653,0.4634517323448732,0.5596293825085265,0.46456240235548635,0.5418725657193972,-0.12418180263665213,-0.09812166547787536,-0.07834828250213023,-0.10636225484341688,-0.07215022765466661
3,0.1481078553413693,0.10270874169190908,0.16856852612829865,0.1586698190914084,0.21806965109128923,0.08958629094883297,0.037461930179624965,-0.12615194493364,0.04065980332487496,-0.19549586503741656
4,0.1842392999308402,0.256633761978069,0.2981037929355429,0.28200472649603325,0.24889973665988832,-0.07577764358665208,-0.08516070797704156,-0.09004852666820827,-0.11550514923675005,-0.08854998671544001
5,0.27646198889068574,0.20383995490159273,0.2922366062389308,0.26533831806680364,0.26287231800159244,-0.14023745128754173,-0.13842358046295833,-0.1345089702355422,-0.11469982189087502,-0.12202633592408317
6,0.4277041259730047,0.43753804232775523,0.41965674294872873,0.43147877753728403,0.46915540611835777,-0.12000139507966699,-0.1077866684237918,-0.1192325232587086,-0.12896531555008428,-0.08940241841629204
7,0.7451156291035466,0.722543675536041,0.7114771776681185,0.6805799796867114,0.7000918266497459,-0.10120327622691684,-0.1228988797252084,-0.11738156100517295,-0.09271308021416667,-0.11642914015008632
8,0.5032113366413344,0.3559156140372438,0.3980665482084069,0.5069964068354066,0.5974194506951684,-0.08688966046366675,0.03339039152474998,-0.1340499257469584,-0.14264540067654174,-0.1269972248486667
9,0.37669543249480586,0.4362305378964691,0.34254086011607604,0.3862307284817553,0.29358862651994494,0.06264377600143445,0.05231355644320845,-0.08708145154937541,0.0541257374457087,0.004796625529000176
