点名,X坐标,Y坐标,H高程,日期,时间
TS0001,0.0000,-0.0000,0.0000,2019-11-13,11:43:36.600
TS0002,50.8705,0.0000,-0.0025,2019-11-13,11:43:41.220
TS,25.3851,12.7452,1.5049,2019-11-13,11:43:45.920
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:9.740
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:9.990
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:10.130
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:10.270
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:10.400
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:10.610
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:10.720
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:10.860
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:10.970
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:11.110
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:11.240
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:11.350
TS_Auto_15,16.3063,4.0722,0.2498,2019-11-13,11:45:11.480
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:11.610
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:11.740
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:12.000
TS_Auto_15,16.3064,4.0723,0.2498,2019-11-13,11:45:12.110
TS_Auto_15,16.3063,4.0723,0.2498,2019-11-13,11:45:12.270
TS_Auto_15,16.3063,4.0722,0.2498,2019-11-13,11:45:12.410
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:12.540
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:12.650
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:12.760
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:12.880
TS_Auto_15,16.3064,4.0723,0.2498,2019-11-13,11:45:13.130
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:13.250
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:13.400
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:13.540
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:13.670
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:13.800
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:13.900
TS_Auto_15,16.3062,4.0723,0.2497,2019-11-13,11:45:14.050
TS_Auto_15,16.3064,4.0723,0.2496,2019-11-13,11:45:14.170
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:14.350
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:14.460
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:14.570
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:14.710
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:14.810
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:15.070
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:15.210
TS_Auto_15,16.3065,4.0723,0.2497,2019-11-13,11:45:15.360
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:15.550
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:15.690
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:15.820
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:15.930
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:16.040
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:16.270
TS_Auto_15,16.3065,4.0724,0.2497,2019-11-13,11:45:16.380
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:16.490
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:16.600
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:16.720
TS_Auto_15,16.3062,4.0723,0.2496,2019-11-13,11:45:16.870
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:17.160
TS_Auto_15,16.3062,4.0722,0.2497,2019-11-13,11:45:17.290
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:17.400
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:17.500
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:17.610
TS_Auto_15,16.3065,4.0723,0.2497,2019-11-13,11:45:17.760
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:17.870
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:18.000
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:18.150
TS_Auto_15,16.3063,4.0722,0.2496,2019-11-13,11:45:18.450
TS_Auto_15,16.3064,4.0723,0.2496,2019-11-13,11:45:18.560
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:18.700
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:18.850
TS_Auto_15,16.3063,4.0722,0.2497,2019-11-13,11:45:18.970
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:19.140
TS_Auto_15,16.3062,4.0722,0.2497,2019-11-13,11:45:19.270
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:19.370
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:19.470
TS_Auto_15,16.3065,4.0724,0.2497,2019-11-13,11:45:19.590
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:19.740
TS_Auto_15,16.3063,4.0722,0.2496,2019-11-13,11:45:20.110
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:20.280
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:20.540
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:20.650
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:20.870
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:21.010
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:21.120
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:21.280
TS_Auto_15,16.3061,4.0723,0.2497,2019-11-13,11:45:21.620
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:21.760
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:21.900
TS_Auto_15,16.3064,4.0725,0.2497,2019-11-13,11:45:22.010
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:22.150
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:22.270
TS_Auto_15,16.3064,4.0724,0.2496,2019-11-13,11:45:22.410
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:22.540
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:22.660
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:22.760
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:22.930
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:23.030
TS_Auto_15,16.3064,4.0725,0.2497,2019-11-13,11:45:23.180
TS_Auto_15,16.3062,4.0723,0.2497,2019-11-13,11:45:23.300
TS_Auto_15,16.3063,4.0725,0.2497,2019-11-13,11:45:23.420
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:23.550
TS_Auto_15,16.3064,4.0725,0.2497,2019-11-13,11:45:23.680
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:23.820
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:23.960
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:24.070
TS_Auto_15,16.3063,4.0723,0.2496,2019-11-13,11:45:24.190
TS_Auto_15,16.3063,4.0724,0.2497,2019-11-13,11:45:24.380
TS_Auto_15,16.3063,4.0724,0.2498,2019-11-13,11:45:24.560
TS_Auto_15,16.3065,4.0723,0.2497,2019-11-13,11:45:24.710
TS_Auto_15,16.3064,4.0724,0.2497,2019-11-13,11:45:24.850
TS_Auto_15,16.3062,4.0723,0.2498,2019-11-13,11:45:24.970
TS_Auto_15,16.3063,4.0723,0.2497,2019-11-13,11:45:25.450
TS_Auto_15,16.3065,4.0724,0.2498,2019-11-13,11:45:25.600
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:25.740
TS_Auto_15,16.3066,4.0724,0.2498,2019-11-13,11:45:25.880
TS_Auto_15,16.3066,4.0724,0.2497,2019-11-13,11:45:26.020
TS_Auto_15,16.3065,4.0723,0.2498,2019-11-13,11:45:26.170
TS_Auto_15,16.3065,4.0724,0.2498,2019-11-13,11:45:26.360
TS_Auto_15,16.3064,4.0722,0.2498,2019-11-13,11:45:26.500
TS_Auto_15,16.3064,4.0723,0.2497,2019-11-13,11:45:26.600
TS_Auto_15,16.3064,4.0722,0.2498,2019-11-13,11:45:26.730
TS_Auto_15,16.3065,4.0722,0.2498,2019-11-13,11:45:26.840
TS_Auto_15,16.3064,4.0723,0.2498,2019-11-13,11:45:26.980
TS_Auto_15,16.3064,4.0723,0.2499,2019-11-13,11:45:27.120
