time,name,x,y,z,a,b,c,w
1571896951.8169999123,SBOX,3.2160956859588623047,0.63910365104675292969,5.1601991653442382813,-0.0066054589115083217621,0.99934428930282592773,-0.018995951861143112183,0.030098941177129745483
1571896951.8250000477,SBOX,3.2161030769348144531,0.63911569118499755859,5.1602144241333007813,-0.0066233775578439235687,0.99934661388397216797,-0.019033266231417655945,0.029995992779731750488
1571896951.8340001106,SBOX,3.2161166667938232422,0.63910824060440063477,5.160228729248046875,-0.0065827202051877975464,0.99934583902359008789,-0.019138356670737266541,0.029966147616505622864
1571896951.8420000076,SBOX,3.2160828113555908203,0.63908594846725463867,5.1602091789245605469,-0.0066629727371037006378,0.99934089183807373047,-0.019001061096787452698,0.030195603147149085999
1571896951.8499999046,SBOX,3.2160973548889160156,0.63908493518829345703,5.1602163314819335938,-0.0065735420212149620056,0.99934238195419311523,-0.019138293340802192688,0.030078597366809844971
1571896951.8580000401,SBOX,3.2161095142364501953,0.63909691572189331055,5.1602282524108886719,-0.006515124347060918808,0.99934530258178710938,-0.019171405583620071411,0.029974387958645820618
1571896951.8659999371,SBOX,3.21611785888671875,0.63910460472106933594,5.1602244377136230469,-0.0064420630224049091339,0.99934929609298706055,-0.019197063520550727844,0.029841843992471694946
1571896951.875,SBOX,3.2160825729370117188,0.63908731937408447266,5.1601948738098144531,-0.0065553663298487663269,0.99934345483779907227,-0.019026197493076324463,0.030115386471152305603
1571896951.882999897,SBOX,3.2160487174987792969,0.63907516002655029297,5.1601667404174804688,-0.0066413693130016326904,0.99933850765228271484,-0.018877958878874778748,0.03035292401909828186
1571896951.8910000324,SBOX,3.2160220146179199219,0.63906717300415039063,5.1601510047912597656,-0.0067282165400683879852,0.99933272600173950195,-0.01878666318953037262,0.03058032691478729248
1571896951.8989999294,SBOX,3.2160091400146484375,0.63905864953994750977,5.1601433753967285156,-0.0067775961942970752716,0.99932968616485595703,-0.018781416118144989014,0.030675970017910003662
1571896951.9070000648,SBOX,3.21600341796875,0.63904798030853271484,5.1601419448852539063,-0.0067993872798979282379,0.99932664632797241211,-0.018773553892970085144,0.030776830390095710754
1571896951.9159998894,SBOX,3.2160384654998779297,0.63906615972518920898,5.1601872444152832031,-0.0066792648285627365112,0.9993330836296081543,-0.018882954493165016174,0.030522376298904418945
1571896951.9240000248,SBOX,3.216037750244140625,0.63906466960906982422,5.1601796150207519531,-0.0067101237364113330841,0.9993336796760559082,-0.018768766894936561584,0.030568234622478485107
1571896951.9330000877,SBOX,3.2160232067108154297,0.63906043767929077148,5.1601648330688476563,-0.0067696827463805675507,0.9993305206298828125,-0.018763637170195579529,0.030661372467875480652
1571896951.9409999847,SBOX,3.2160487174987792969,0.63906151056289672852,5.1601839065551757813,-0.0066367913968861103058,0.99933606386184692383,-0.01886546798050403595,0.030445007607340812683
1571896951.9500000477,SBOX,3.2160766124725341797,0.6390774846076965332,5.1602077484130859375,-0.0065397629514336585999,0.99934160709381103516,-0.018958322703838348389,0.030226100236177444458
1571896951.9579999447,SBOX,3.2160632610321044922,0.63907819986343383789,5.1601972579956054688,-0.0066144410520792007446,0.99933892488479614258,-0.018863666802644729614,0.030356168746948242188
1571896951.9660000801,SBOX,3.2160890102386474609,0.63908165693283081055,5.160198211669921875,-0.0066549964249134063721,0.99934011697769165039,-0.018956005573272705078,0.03025280684232711792
1571896951.9749999046,SBOX,3.2160687446594238281,0.63906884193420410156,5.1601762771606445313,-0.0067660678178071975708,0.99933671951293945313,-0.0188149232417345047,0.030426466837525367737
1571896951.9830000401,SBOX,3.2160995006561279297,0.63908052444458007813,5.1601953506469726563,-0.0067145610228180885315,0.99934023618698120117,-0.018899373710155487061,0.030269781127572059631
1571896951.9909999371,SBOX,3.2161114215850830078,0.63908547163009643555,5.1602110862731933594,-0.0067229033447802066803,0.99934113025665283203,-0.018958780914545059204,0.030202463269233703613
1571896951.9990000725,SBOX,3.2160825729370117188,0.63907390832901000977,5.1602039337158203125,-0.0066637047566473484039,0.99933743476867675781,-0.018956815823912620544,0.030340287834405899048
1571896952.007999897,SBOX,3.2160534858703613281,0.63907027244567871094,5.1601848602294921875,-0.0066918865777552127838,0.99933582544326782227,-0.018837474286556243896,0.030461823567748069763
1571896952.0160000324,SBOX,3.2160241603851318359,0.63905990123748779297,5.1601634025573730469,-0.0066854655742645263672,0.9993343353271484375,-0.018765654414892196655,0.030557561665773391724
1571896952.0239999294,SBOX,3.216053009033203125,0.63907575607299804688,5.1601896286010742188,-0.0066008381545543670654,0.99933874607086181641,-0.018840184435248374939,0.030384825542569160461
1571896952.0329999924,SBOX,3.2160775661468505859,0.63908487558364868164,5.1602101325988769531,-0.0065514547750353813171,0.99934208393096923828,-0.018985489383339881897,0.030193060636520385742
1571896952.0409998894,SBOX,3.2160534858703613281,0.63907361030578613281,5.1602106094360351563,-0.0065721967257559299469,0.99933999776840209961,-0.018952514976263046265,0.030279077589511871338
1571896952.0490000248,SBOX,3.2160792350769042969,0.63908928632736206055,5.1602153778076171875,-0.0065179788507521152496,0.99934571981430053711,-0.018950747326016426086,0.030100109055638313293
1571896952.0580000877,SBOX,3.2160608768463134766,0.63908106088638305664,5.1602015495300292969,-0.0065130186267197132111,0.9993426203727722168,-0.018918532878160476685,0.030225429683923721313
1571896952.0659999847,SBOX,3.2160389423370361328,0.63907128572463989258,5.1601853370666503906,-0.006558775436133146286,0.99933987855911254883,-0.018803650513291358948,0.030377203598618507385
1571896952.0739998817,SBOX,3.2160534858703613281,0.63907861709594726563,5.1602067947387695313,-0.006575984414666891098,0.99934166669845581055,-0.018854653462767601013,0.030284447595477104187
1571896952.0829999447,SBOX,3.216045379638671875,0.63907337188720703125,5.1601877212524414063,-0.0066779241897165775299,0.99933856725692749023,-0.018809426575899124146,0.030391521751880645752
1571896952.0910000801,SBOX,3.2160677909851074219,0.6390774846076965332,5.1601886749267578125,-0.006696406286209821701,0.99934047460556030273,-0.018871955573558807373,0.030286489054560661316
1571896952.0999999046,SBOX,3.2160525321960449219,0.6390793919563293457,5.160186767578125,-0.0066271969117224216461,0.99933922290802001953,-0.018803125247359275818,0.03038493916392326355
1571896952.1080000401,SBOX,3.2160313129425048828,0.6390730738639831543,5.1601834297180175781,-0.0066711902618408203125,0.99933409690856933594,-0.018778290599584579468,0.030558539554476737976
1571896952.1159999371,SBOX,3.2160539627075195313,0.63908183574676513672,5.1602077484130859375,-0.0065447576344013214111,0.99933636188507080078,-0.018979853019118309021,0.030384520068764686584
1571896952.1240000725,SBOX,3.2160823345184326172,0.63909089565277099609,5.1602272987365722656,-0.0064996564760804176331,0.99933946132659912109,-0.019168108701705932617,0.030171874910593032837
1571896952.132999897,SBOX,3.2160658836364746094,0.63908153772354125977,5.1602158546447753906,-0.0065686255693435668945,0.99933522939682006836,-0.019082359969615936279,0.030351189896464347839
1571896952.1410000324,SBOX,3.2160344123840332031,0.63906556367874145508,5.1601891517639160156,-0.0066883158870041370392,0.99933081865310668945,-0.01894917711615562439,0.030552865937352180481
1571896952.1500000954,SBOX,3.2160143852233886719,0.63905894756317138672,5.1601872444152832031,-0.0065977000631392002106,0.99933362007141113281,-0.018817029893398284912,0.030563522130250930786
1571896952.1579999924,SBOX,3.2160480022430419922,0.6390743255615234375,5.160213470458984375,-0.0064893788658082485199,0.99933975934982299805,-0.018956318497657775879,0.030295591801404953003
1571896952.1659998894,SBOX,3.2160832881927490234,0.63908505439758300781,5.1602225303649902344,-0.0064962874166667461395,0.99934357404708862305,-0.019148305058479309082,0.030047142878174781799
1571896952.1740000248,SBOX,3.2161095142364501953,0.63909322023391723633,5.1602296829223632813,-0.0064477459527552127838,0.99934661388397216797,-0.019241485744714736938,0.029899217188358306885
1571896952.1830000877,SBOX,3.2161240577697753906,0.6391010284423828125,5.1602463722229003906,-0.0063609625212848186493,0.99934887886047363281,-0.019255479797720909119,0.029835289344191551208
1571896952.1909999847,SBOX,3.2160899639129638672,0.63907253742218017578,5.1602015495300292969,-0.0065519916824996471405,0.99934083223342895508,-0.019202411174774169922,0.030092827975749969482
1571896952.1989998817,SBOX,3.2160539627075195313,0.63905680179595947266,5.1601839065551757813,-0.006591816432774066925,0.99933618307113647461,-0.019060527905821800232,0.030328199267387390137
1571896952.2079999447,SBOX,3.2160284519195556641,0.6390520930290222168,5.160167694091796875,-0.0065701790153980255127,0.99933582544326782227,-0.01885013282299041748,0.030477412045001983643
1571896952.2160000801,SBOX,3.2160065174102783203,0.63905316591262817383,5.1601634025573730469,-0.006522362586110830307,0.99933534860610961914,-0.018769316375255584717,0.030554860830307006836
1571896952.2239999771,SBOX,3.2159931659698486328,0.63905733823776245117,5.1601634025573730469,-0.0065375780686736106873,0.99933344125747680664,-0.018706377595663070679,0.030653124675154685974
1571896952.2330000401,SBOX,3.2160320281982421875,0.6390781402587890625,5.1601848602294921875,-0.0064457464031875133514,0.99934035539627075195,-0.018824797123670578003,0.030371028929948806763
1571896952.2409999371,SBOX,3.2160243988037109375,0.63907045125961303711,5.1601796150207519531,-0.00650607328861951828,0.99933755397796630859,-0.018851442262530326843,0.030432930216193199158
1571896952.25,SBOX,3.2160124778747558594,0.63906967639923095703,5.1601653099060058594,-0.0066502215340733528137,0.99933457374572753906,-0.018745172768831253052,0.030566114932298660278
1571896952.257999897,SBOX,3.2160460948944091797,0.63907819986343383789,5.1601810455322265625,-0.0066179069690406322479,0.9993388056755065918,-0.01881383359432220459,0.030390780419111251831
1571896952.2660000324,SBOX,3.2160305976867675781,0.63905966281890869141,5.1601719856262207031,-0.006721864454448223114,0.99933511018753051758,-0.018741028383374214172,0.030533922836184501648
1571896952.2739999294,SBOX,3.2160172462463378906,0.63904935121536254883,5.1601581573486328125,-0.0067359721288084983826,0.99933254718780517578,-0.018678000196814537048,0.030654879286885261536
1571896952.2829999924,SBOX,3.2160477638244628906,0.63906443119049072266,5.1601743698120117188,-0.00658494606614112854,0.99933910369873046875,-0.018793759867548942566,0.030399257317185401917
1571896952.2909998894,SBOX,3.2160756587982177734,0.63906759023666381836,5.1601924896240234375,-0.0066695790737867355347,0.99934381246566772461,-0.018791856244206428528,0.03022744692862033844
1571896952.2990000248,SBOX,3.2160525321960449219,0.63905894756317138672,5.1601800918579101563,-0.0067770723253488540649,0.99933946132659912109,-0.018786067143082618713,0.03035243600606918335
1571896952.3080000877,SBOX,3.2160289287567138672,0.63903754949569702148,5.1601572036743164063,-0.0068328445777297019958,0.99933385848999023438,-0.018763752654194831848,0.030539397150278091431
1571896952.3159999847,SBOX,3.2160561084747314453,0.63905042409896850586,5.1601667404174804688,-0.0067891711369156837463,0.9993355870246887207,-0.018940476700663566589,0.030380940064787864685
1571896952.3250000477,SBOX,3.2160463333129882813,0.63904714584350585938,5.1601586341857910156,-0.0068057570606470108032,0.99933451414108276367,-0.01886120624840259552,0.030463289469480514526
1571896952.3329999447,SBOX,3.2160642147064208984,0.63905805349349975586,5.1601786613464355469,-0.0067008011974394321442,0.99933856725692749023,-0.018916325643658638,0.030318304896354675293
1571896952.3410000801,SBOX,3.2160420417785644531,0.63904702663421630859,5.1601591110229492188,-0.0067395358346402645111,0.9993368983268737793,-0.018786408007144927979,0.030443856492638587952
1571896952.3489999771,SBOX,3.2160615921020507813,0.63906335830688476563,5.1601848602294921875,-0.0066227284260094165802,0.99934166669845581055,-0.018845988437533378601,0.030274674296379089355
1571896952.3580000401,SBOX,3.2160875797271728516,0.6390781402587890625,5.1601986885070800781,-0.0065416502766311168671,0.99934673309326171875,-0.018934248015284538269,0.030069459229707717896
1571896952.3659999371,SBOX,3.2161102294921875,0.63908684253692626953,5.1602201461791992188,-0.0065440572798252105713,0.99934732913970947266,-0.01898685842752456665,0.030019260942935943604
1571896952.3740000725,SBOX,3.2160813808441162109,0.63908421993255615234,5.1602110862731933594,-0.006564456503838300705,0.9993445277214050293,-0.018859710544347763062,0.030188802629709243774
1571896952.382999897,SBOX,3.2160940170288085938,0.63909643888473510742,5.1602220535278320313,-0.0065427315421402454376,0.99934625625610351563,-0.018919974565505981445,0.030098084360361099243
1571896952.3910000324,SBOX,3.2160727977752685547,0.63909173011779785156,5.1601977348327636719,-0.0066640661098062992096,0.99934089183807373047,-0.018737198784947395325,0.030358016490936279297
1571896952.4000000954,SBOX,3.2160854339599609375,0.63908857107162475586,5.1602020263671875,-0.0065526049584150314331,0.9993445277214050293,-0.018772955983877182007,0.0302389487624168396
1571896952.4079999924,SBOX,3.216098785400390625,0.63909745216369628906,5.1602025032043457031,-0.0064326371066272258759,0.99934923648834228516,-0.018881123512983322144,0.030042588710784912109
1571896952.4159998894,SBOX,3.2160747051239013672,0.63908457756042480469,5.1601819992065429688,-0.0065897488966584205627,0.99934279918670654297,-0.018823910504579544067,0.030255381017923355103
1571896952.4249999523,SBOX,3.2160866260528564453,0.63908952474594116211,5.1601929664611816406,-0.006544923875480890274,0.99934542179107666016,-0.018893323838710784912,0.030134391039609909058
1571896952.4319999218,SBOX,3.2160661220550537109,0.63907706737518310547,5.1601624488830566406,-0.0066631934605538845062,0.99934220314025878906,-0.018765730783343315125,0.030295638367533683777
1571896952.4409999847,SBOX,3.2160778045654296875,0.63908761739730834961,5.160175323486328125,-0.0066230264492332935333,0.99934393167495727539,-0.018877590075135231018,0.030176911503076553345
1571896952.4489998817,SBOX,3.2160973548889160156,0.6390883326530456543,5.1601862907409667969,-0.0066519775427877902985,0.99934327602386474609,-0.019114682450890541077,0.03004445880651473999
1571896952.4579999447,SBOX,3.2161176204681396484,0.63909304141998291016,5.1601953506469726563,-0.0066860429942607879639,0.99934422969818115234,-0.01914793066680431366,0.029988341033458709717
1571896952.4660000801,SBOX,3.2160847187042236328,0.63907974958419799805,5.1601848602294921875,-0.0067446101456880569458,0.99933803081512451172,-0.019033541902899742126,0.030250862240791320801
1571896952.4739999771,SBOX,3.2160940170288085938,0.63908189535140991211,5.16020965576171875,-0.0066099427640438079834,0.99934089183807373047,-0.019092693924903869629,0.030148318037390708923
1571896952.4830000401,SBOX,3.2160634994506835938,0.63907277584075927734,5.160190582275390625,-0.0066530043259263038635,0.99933660030364990234,-0.018988093361258506775,0.030345629900693893433
1571896952.4909999371,SBOX,3.2160305976867675781,0.63905912637710571289,5.160175323486328125,-0.0066842278465628623962,0.99933111667633056641,-0.018928283825516700745,0.030556177720427513123
