%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1555652364338877696,94,1555652364338877696,map,-0.000261969223205,-0.000112060402161,-0.000913369649085,0.0254247408786,-0.685109200092,-0.000485799811844,0.727996380829
1555652364378847488,95,1555652364378847488,map,-0.000363482234122,-6.96339935459e-05,-0.000956153997875,0.0254240777467,-0.685107852115,-0.00046346700117,0.727997687111
1555652364418817536,96,1555652364418817536,map,-0.000365512490823,-8.45627350424e-06,-0.00102702097058,0.0254440697928,-0.685093107946,-0.000471627154899,0.728010858659
1555652364458857472,97,1555652364458857472,map,-0.00036148206744,-5.99751727714e-06,-0.00111184425018,0.0254630654945,-0.685080012694,-0.000473363742798,0.728022516431
1555652364498827776,98,1555652364498827776,map,-0.000368214599773,-4.69882888876e-05,-0.00118120268898,0.0254716828696,-0.685079087555,-0.000483122657385,0.728023079139
1555652364538797568,99,1555652364538797568,map,-0.000463318390165,-5.91039819003e-05,-0.001139550508,0.0254334198008,-0.685097255643,-0.000457947295715,0.728007336331
1555652364578837760,100,1555652364578837760,map,-0.000519327337192,-8.53467089944e-05,-0.00114622328232,0.0254198633049,-0.68510332504,-0.00044484023769,0.728002106238
1555652364618807552,101,1555652364618807552,map,-0.000427770541668,1.4743272118e-05,-0.00119676776333,0.0254829191947,-0.685076116227,-0.000433374442626,0.728025513283
1555652364658777600,102,1555652364658777600,map,-0.000405581311185,-5.04260474695e-05,-0.00122956621491,0.0254709454026,-0.685072260471,-0.0004753716478,0.728029534356
1555652364698817536,103,1555652364698817536,map,-0.000421704453864,-4.88991378703e-05,-0.0012100386055,0.0254716982087,-0.685081910648,-0.000497875821972,0.728020412086
1555652364738787584,104,1555652364738787584,map,-0.000530358777769,-5.52039843285e-05,-0.00121783284321,0.0254430781143,-0.685098183164,-0.000469723778423,0.728006118492
1555652364778757632,105,1555652364778757632,map,-0.000566091728691,-1.41195307781e-05,-0.00121869984092,0.0254477608158,-0.685096219967,-0.000455748084243,0.728007811187
1555652364818727424,106,1555652364818727424,map,-0.000491742669932,1.77130833016e-05,-0.00122636863533,0.0254825496867,-0.685087968315,-0.000478983538583,0.728014344575
1555652364858767616,107,1555652364858767616,map,-0.000358630694248,4.87745674412e-05,-0.00124647378991,0.0254992190419,-0.685077989139,-0.000482332390295,0.728023149344
1555652364898737664,108,1555652364898737664,map,-0.000212085747866,0.000104110053103,-0.00122444068194,0.0255118122875,-0.685086355132,-0.000487542296728,0.728014832093
1555652364938707712,109,1555652364938707712,map,-0.000124831979575,0.000119930523724,-0.00114483018113,0.0254862541875,-0.68510426008,-0.000452204469718,0.727998900534
1555652364978747648,110,1555652364978747648,map,-5.78948108065e-05,0.000196956665803,-0.00104287755926,0.0254974893554,-0.685120417984,-0.000429938369786,0.727983314404
1555652365018717440,111,1555652365018717440,map,0.00010545884887,0.000295525360219,-0.00108350644471,0.0255381607803,-0.685102783276,-0.000439232939775,0.727998479234
1555652365058687488,112,1555652365058687488,map,0.000168747934997,0.000356113031861,-0.00106834772219,0.0255617262257,-0.685097571511,-0.000438631047964,0.728002557183
1555652365098727424,113,1555652365098727424,map,0.000170940044881,0.000357128467627,-0.00105738532283,0.0255500745988,-0.685097499839,-0.00044210710692,0.728003031549
1555652365138697728,114,1555652365138697728,map,6.64729519156e-05,0.000398229941049,-0.00109087892214,0.0255125726106,-0.685105154371,-0.000411236941058,0.72799716138
1555652365178667520,115,1555652365178667520,map,-2.59846451361e-05,0.00038219504098,-0.00105827865405,0.0255098483275,-0.68511020087,-0.000415905335358,0.727992504993
1555652365218637568,116,1555652365218637568,map,-1.72315118612e-05,0.000431943926964,-0.00109930602842,0.0255472230488,-0.685097421372,-0.000428919170157,0.728003213353
1555652365258677504,117,1555652365258677504,map,1.07284445597e-05,0.000417768833697,-0.00112584170649,0.0255620089281,-0.685088453805,-0.000441758378428,0.72801112561
1555652365298647552,118,1555652365298647552,map,2.31728204789e-06,0.000411274309119,-0.00114403221113,0.0255678272955,-0.685089404943,-0.00044221083786,0.728010025955
1555652365338617600,119,1555652365338617600,map,-4.43586088092e-05,0.000398368049809,-0.00109079300641,0.0255295842695,-0.685102416157,-0.000418378507465,0.727999137817
1555652365378657536,120,1555652365378657536,map,-6.33923909197e-05,0.000426388287414,-0.00108517911268,0.0255358293778,-0.685104262202,-0.00041032807066,0.727997186094
1555652365418627584,121,1555652365418627584,map,3.94492802461e-05,0.000498506102673,-0.00105729043137,0.0255847820172,-0.68509147013,-0.00042440352171,0.728007497465
1555652365458597632,122,1555652365458597632,map,0.000111753171695,0.000507663315734,-0.00109240000379,0.0255905282841,-0.685088017791,-0.00041946870579,0.728010547167
1555652365498637312,123,1555652365498637312,map,9.9843600865e-05,0.000506215190154,-0.00101401518419,0.0255882961554,-0.685100629415,-0.000427087292245,0.727998752932
1555652365538607616,124,1555652365538607616,map,4.74685014353e-05,0.00047140403511,-0.00103944864231,0.0255456501818,-0.685108244235,-0.000409369533237,0.727993094647
1555652365578577408,125,1555652365578577408,map,2.57187223533e-05,0.000515612200924,-0.00104547724849,0.0255553644789,-0.685114926386,-0.000399731494237,0.727986470481
1555652365618617600,126,1555652365618617600,map,6.43940045847e-05,0.000547629284838,-0.00105733749183,0.0255809570657,-0.685108350181,-0.000416593156584,0.727991751051
1555652365658587392,127,1555652365658587392,map,0.000124162475138,0.000539296620858,-0.00115557946182,0.0255891350865,-0.685096305187,-0.000414061133012,0.728002800365
1555652365698557696,128,1555652365698557696,map,0.000141776994488,0.000537860133554,-0.0011400721745,0.0255964904136,-0.685096925887,-0.000416507546377,0.728001956275
1555652365738527488,129,1555652365738527488,map,7.42393827992e-05,0.000522066847313,-0.00114379064621,0.0255508986882,-0.685112031168,-0.000396372662521,0.727989353777
1555652365778567680,130,1555652365778567680,map,4.63588701059e-05,0.000537075088508,-0.00110833264946,0.0255640107034,-0.685116475867,-0.000390494455874,0.72798471369
1555652365818537472,131,1555652365818537472,map,0.000119697299052,0.00053145574499,-0.00116331524165,0.025582274185,-0.685100978332,-0.000418796049315,0.727998641033
1555652365858507520,132,1555652365858507520,map,0.000164867378757,0.000519468227858,-0.00118544416934,0.0255937549068,-0.685096590387,-0.000431138169942,0.728002359659
1555652365898547712,133,1555652365898547712,map,0.000130638087852,0.000477178828606,-0.00114402859292,0.0255801578007,-0.685106413841,-0.000442793721969,0.727993585944
1555652365938517504,134,1555652365938517504,map,8.55717610423e-05,0.000490590079243,-0.00116545175517,0.0255513821209,-0.685108790409,-0.00041637291204,0.727992375516
1555652365978487552,135,1555652365978487552,map,2.99592747615e-05,0.000458826168859,-0.00116780848845,0.0255466770616,-0.685116210714,-0.000424478648458,0.72798555269
1555652366018527488,136,1555652366018527488,map,9.7004564109e-05,0.000530044718803,-0.00116591660527,0.0255767827696,-0.685103174608,-0.000438707293208,0.727996755392
1555652366058497536,137,1555652366058497536,map,0.00012749518684,0.000463337449814,-0.00120670205585,0.0255768837216,-0.68509588852,-0.000458675863907,0.72800359626
1555652366098467584,138,1555652366098467584,map,0.000163496373377,0.000418694989302,-0.001211557671,0.0255759484515,-0.685097894734,-0.000460166446383,0.728001740204
