%time,field.header.seq,field.header.stamp,field.header.frame_id,field.head,field.timeUTC,field.latitude,field.northOrSouth,field.longitude,field.eastOrWest,field.GPSstatus,field.satelliteNum,field.HDOP,field.altitude,field.altitudeUnit,field.geiod,field.geiodUnit,field.rtkAge,field.rtkID
1571901849071972557,69,1571901849071802855,/GNSS,$GPGGA,1449.0,31.1628966667,N,121.3068165,E,2,12,0.89,5.1,M,9.5,M,1,.0
1571901850091958940,70,1571901850091825247,/GNSS,$GPGGA,1450.0,31.162904,N,121.306810833,E,2,12,0.89,5.1,M,9.5,M,1,.0
1571901851071925417,71,1571901851071807146,/GNSS,$GPGGA,1451.0,31.1629116667,N,121.306805667,E,2,12,0.89,5.1,M,9.5,M,1,.0
1571901852071930478,72,1571901852071799278,/GNSS,$GPGGA,1452.0,31.1629186667,N,121.306800833,E,2,12,1.02,5.1,M,9.5,M,1,.0
1571901853091909304,73,1571901853091820955,/GNSS,$GPGGA,1453.0,31.1629263333,N,121.306796,E,2,12,1.04,4.9,M,9.5,M,1,.0
1571901854071877725,74,1571901854071797371,/GNSS,$GPGGA,1454.0,31.162934,N,121.306791167,E,2,12,1.36,4.8,M,9.5,M,1,.0
1571901855071904586,75,1571901855071793079,/GNSS,$GPGGA,1455.0,31.1629416667,N,121.306786167,E,2,12,1.35,4.8,M,9.5,M,1,.0
1571901856072033418,76,1571901856071836948,/GNSS,$GPGGA,1456.0,31.1629495,N,121.306781333,E,2,12,1.09,4.9,M,9.5,M,1,.0
1571901857071969739,77,1571901857071820974,/GNSS,$GPGGA,1457.0,31.1629575,N,121.306777167,E,2,12,1.12,4.9,M,9.5,M,1,.0
1571901858072012147,78,1571901858071830750,/GNSS,$GPGGA,1458.0,31.162966,N,121.306773833,E,2,12,1.2,4.9,M,9.5,M,1,.0
1571901859071895330,79,1571901859071822405,/GNSS,$GPGGA,1459.0,31.1629741667,N,121.306769667,E,2,12,1.37,4.9,M,9.5,M,1,.0
1571901860071927994,80,1571901860071790934,/GNSS,$GPGGA,1460.0,31.1629821667,N,121.306765667,E,2,12,1.37,4.8,M,9.5,M,1,.0
1571901861071915671,81,1571901861071788788,/GNSS,$GPGGA,1461.0,31.1629901667,N,121.306762667,E,2,12,1.4,4.6,M,9.5,M,1,.0
1571901862071953590,82,1571901862071816921,/GNSS,$GPGGA,1462.0,31.1629976667,N,121.306761333,E,2,12,0.94,4.6,M,9.5,M,1,.0
1571901863072029757,83,1571901863071836472,/GNSS,$GPGGA,1463.0,31.1630046667,N,121.3067615,E,2,12,0.94,4.3,M,9.5,M,1,.0
1571901864071963588,84,1571901864071835041,/GNSS,$GPGGA,1464.0,31.163012,N,121.3067625,E,2,12,0.84,4.3,M,9.5,M,1,.0
1571901865071973321,85,1571901865071800947,/GNSS,$GPGGA,1465.0,31.1630185,N,121.3067645,E,2,12,0.87,4.1,M,9.5,M,1,.0
1571901866071946008,86,1571901866071815014,/GNSS,$GPGGA,1466.0,31.1630251667,N,121.3067685,E,2,12,1.01,4.0,M,9.5,M,1,.0
1571901867071960438,87,1571901867071824074,/GNSS,$GPGGA,1467.0,31.1630325,N,121.306774333,E,2,12,1.07,3.6,M,9.5,M,1,.0
1571901868071913957,88,1571901868071792126,/GNSS,$GPGGA,1468.0,31.163039,N,121.306779833,E,2,12,1.1,3.5,M,9.5,M,1,.0
1571901869071951131,89,1571901869071825266,/GNSS,$GPGGA,1469.0,31.1630445,N,121.306786167,E,2,12,1.18,3.4,M,9.5,M,1,.0
1571901870071944777,90,1571901870071806908,/GNSS,$GPGGA,1470.0,31.16305,N,121.306793833,E,2,12,1.09,3.4,M,9.5,M,1,.0
1571901871072016130,91,1571901871071814299,/GNSS,$GPGGA,1471.0,31.1630545,N,121.306801833,E,2,12,1.0,3.3,M,9.5,M,1,.0
1571901872071914943,92,1571901872071783543,/GNSS,$GPGGA,1472.0,31.1630591667,N,121.306810333,E,2,12,1.09,3.3,M,9.5,M,1,.0
1571901873071918664,93,1571901873071773052,/GNSS,$GPGGA,1473.0,31.1630636667,N,121.3068195,E,2,12,1.0,3.3,M,9.5,M,1,.0
1571901874072011234,94,1571901874071835041,/GNSS,$GPGGA,1474.0,31.1630683333,N,121.306828333,E,2,12,1.1,3.3,M,9.5,M,1,.0
1571901875071986487,95,1571901875071823359,/GNSS,$GPGGA,1475.0,31.163073,N,121.306837333,E,2,12,1.3,3.3,M,9.5,M,1,.0
1571901876071983450,96,1571901876071804047,/GNSS,$GPGGA,1476.0,31.1630778333,N,121.306846,E,2,12,1.1,3.2,M,9.5,M,1,.0
1571901877071898478,97,1571901877071798086,/GNSS,$GPGGA,1477.0,31.1630823333,N,121.306854667,E,2,12,1.3,3.1,M,9.5,M,1,.0
1571901878072102092,98,1571901878071847200,/GNSS,$GPGGA,1478.0,31.1630868333,N,121.306863667,E,2,12,1.3,3.1,M,9.5,M,1,.0
1571901879072056174,99,1571901879071851254,/GNSS,$GPGGA,1479.0,31.1630913333,N,121.3068725,E,2,12,1.3,3.0,M,9.5,M,1,.0
1571901880071886256,100,1571901880071785450,/GNSS,$GPGGA,1480.0,31.1630961667,N,121.306881333,E,2,12,1.3,3.1,M,9.5,M,1,.0
1571901881072202963,101,1571901881071892500,/GNSS,$GPGGA,1481.0,31.1631013333,N,121.306890167,E,2,12,1.0,2.9,M,9.5,M,1,.0
1571901882071976232,102,1571901882071793556,/GNSS,$GPGGA,1482.0,31.1631066667,N,121.306898833,E,2,12,1.0,2.9,M,9.5,M,1,.0
1571901883071912370,103,1571901883071772337,/GNSS,$GPGGA,1483.0,31.1631116667,N,121.306907667,E,2,12,1.0,2.9,M,9.5,M,1,.0
1571901884071918889,104,1571901884071777105,/GNSS,$GPGGA,1484.0,31.1631166667,N,121.306916667,E,2,12,1.09,2.8,M,9.5,M,1,.0
1571901885071912992,105,1571901885071788073,/GNSS,$GPGGA,1485.0,31.1631216667,N,121.306925167,E,2,12,0.99,2.8,M,9.5,M,1,.0
1571901886071948632,106,1571901886071802139,/GNSS,$GPGGA,1486.0,31.1631265,N,121.306934,E,2,12,1.09,2.7,M,9.5,M,1,.0
1571901887071986841,107,1571901887071822643,/GNSS,$GPGGA,1487.0,31.1631316667,N,121.306942667,E,2,12,1.0,2.7,M,9.5,M,1,.0
1571901888071955572,108,1571901888071804523,/GNSS,$GPGGA,1488.0,31.1631368333,N,121.306951333,E,2,12,1.0,2.7,M,9.5,M,1,.0
1571901889071971220,109,1571901889071804047,/GNSS,$GPGGA,1489.0,31.163142,N,121.306960167,E,2,12,1.0,2.7,M,9.5,M,1,.0
1571901890071896076,110,1571901890071793556,/GNSS,$GPGGA,1490.0,31.163147,N,121.306968667,E,2,12,1.1,2.8,M,9.5,M,1,.0
1571901891072016658,111,1571901891071821451,/GNSS,$GPGGA,1491.0,31.1631516667,N,121.306977167,E,2,12,1.1,2.8,M,9.5,M,1,.0
1571901892071944768,112,1571901892071790457,/GNSS,$GPGGA,1492.0,31.1631565,N,121.306985667,E,2,12,1.03,3.0,M,9.5,M,1,.0
1571901893051937550,113,1571901893051826477,/GNSS,$GPGGA,1493.0,31.1631626667,N,121.3069935,E,2,12,1.03,3.2,M,9.5,M,1,.0
1571901894072021779,114,1571901894071829557,/GNSS,$GPGGA,1494.0,31.1631675,N,121.307002,E,2,12,1.03,3.2,M,9.5,M,1,.0
1571901895071950300,115,1571901895071797371,/GNSS,$GPGGA,1495.0,31.1631708333,N,121.307009833,E,2,12,1.1,3.2,M,9.5,M,1,.0
1571901896051943366,116,1571901896051800966,/GNSS,$GPGGA,1496.0,31.1631735,N,121.307018667,E,2,12,0.93,3.2,M,9.5,M,1,.0
1571901897071976995,117,1571901897071831226,/GNSS,$GPGGA,1497.0,31.1631756667,N,121.307027833,E,2,12,0.93,3.2,M,9.5,M,1,.0
1571901898071941056,118,1571901898071833849,/GNSS,$GPGGA,1498.0,31.1631773333,N,121.307036833,E,5,12,0.85,3.2,M,9.5,M,1,.0
1571901899071972232,119,1571901899071829557,/GNSS,$GPGGA,1499.0,31.1631785,N,121.3070455,E,5,12,0.78,3.2,M,9.5,M,1,.0
1571901900071956937,120,1571901900071800232,/GNSS,$GPGGA,1500.0,31.1631785,N,121.307053333,E,5,12,0.78,3.3,M,9.5,M,1,.0
1571901901071960230,121,1571901901071805954,/GNSS,$GPGGA,1501.0,31.1631776667,N,121.307062,E,5,12,0.78,3.3,M,9.5,M,1,.0
1571901902071958256,122,1571901902071806908,/GNSS,$GPGGA,1502.0,31.1631765,N,121.307070833,E,5,12,0.78,3.3,M,9.5,M,1,.0
1571901903071970342,123,1571901903071832418,/GNSS,$GPGGA,1503.0,31.163175,N,121.307077333,E,5,12,0.8,3.4,M,9.5,M,1,.0
1571901904071942260,124,1571901904071800947,/GNSS,$GPGGA,1504.0,31.1631725,N,121.307082833,E,5,12,0.67,3.5,M,9.5,M,1,.0
1571901905051973622,125,1571901905051854610,/GNSS,$GPGGA,1505.0,31.1631685,N,121.307088833,E,2,12,0.7,3.5,M,9.5,M,1,.0
1571901906071979005,126,1571901906071821690,/GNSS,$GPGGA,1506.0,31.1631631667,N,121.307093833,E,2,12,0.7,3.5,M,9.5,M,1,.0
1571901907071939413,127,1571901907071777344,/GNSS,$GPGGA,1507.0,31.1631575,N,121.307098667,E,2,12,0.75,3.5,M,9.5,M,1,.0
1571901908071956615,128,1571901908071824551,/GNSS,$GPGGA,1508.0,31.1631516667,N,121.307104833,E,2,12,0.67,3.4,M,9.5,M,1,.0
1571901909072214175,129,1571901909071944952,/GNSS,$GPGGA,1509.0,31.1631455,N,121.3071115,E,2,12,0.69,3.5,M,9.5,M,1,.0
1571901910071944288,130,1571901910071809530,/GNSS,$GPGGA,1510.0,31.1631391667,N,121.307118333,E,2,12,0.72,3.4,M,9.5,M,1,.0
1571901911072009800,131,1571901911071799278,/GNSS,$GPGGA,1511.0,31.1631328333,N,121.307125,E,2,12,0.68,3.4,M,9.5,M,1,.0
1571901912071948118,132,1571901912071795702,/GNSS,$GPGGA,1512.0,31.1631263333,N,121.307131667,E,2,12,0.73,3.4,M,9.5,M,1,.0
1571901913071997524,133,1571901913071804047,/GNSS,$GPGGA,1513.0,31.1631198333,N,121.307137833,E,2,12,0.71,3.3,M,9.5,M,1,.0
1571901914071933457,134,1571901914071803093,/GNSS,$GPGGA,1514.0,31.1631135,N,121.307143167,E,2,12,0.74,3.2,M,9.5,M,1,.0
1571901915051902525,135,1571901915051789522,/GNSS,$GPGGA,1515.0,31.1631066667,N,121.307148667,E,2,12,0.69,3.2,M,9.5,M,1,.0
1571901916071916738,136,1571901916071793079,/GNSS,$GPGGA,1516.0,31.1630996667,N,121.307154,E,2,12,0.69,3.1,M,9.5,M,1,.0
1571901917072247429,137,1571901917071920872,/GNSS,$GPGGA,1517.0,31.1630945,N,121.307157667,E,5,12,0.69,3.2,M,9.5,M,1,.0
1571901918071977993,138,1571901918071839094,/GNSS,$GPGGA,1518.0,31.1630881667,N,121.307162167,E,5,12,0.67,3.2,M,9.5,M,1,.0
1571901919071911667,139,1571901919071814299,/GNSS,$GPGGA,1519.0,31.163081,N,121.307166833,E,5,12,0.67,3.2,M,9.5,M,1,.0
1571901920072020755,140,1571901920071833134,/GNSS,$GPGGA,1520.0,31.1630735,N,121.3071715,E,5,12,0.69,3.2,M,9.5,M,1,.0
1571901921072028328,141,1571901921071834803,/GNSS,$GPGGA,1521.0,31.1630663333,N,121.307175667,E,5,12,0.65,3.2,M,9.5,M,1,.0
1571901922071941888,142,1571901922071814060,/GNSS,$GPGGA,1522.0,31.1630588333,N,121.307179333,E,5,12,0.63,3.2,M,9.5,M,1,.0
1571901923071926281,143,1571901923071812630,/GNSS,$GPGGA,1523.0,31.1630505,N,121.307183,E,5,12,0.63,3.2,M,9.5,M,1,.0
1571901924071906073,144,1571901924071794033,/GNSS,$GPGGA,1524.0,31.1630421667,N,121.307186667,E,5,12,0.63,3.2,M,9.5,M,1,.0
1571901925071935003,145,1571901925071814775,/GNSS,$GPGGA,1525.0,31.1630345,N,121.307190333,E,5,12,0.63,3.2,M,9.5,M,1,.0
1571901926072001359,146,1571901926071835518,/GNSS,$GPGGA,1526.0,31.163027,N,121.307194667,E,5,12,0.68,3.2,M,9.5,M,1,.0
1571901927071893197,147,1571901927071795225,/GNSS,$GPGGA,1527.0,31.1630201667,N,121.307199667,E,5,12,0.7,3.3,M,9.5,M,1,.0
1571901928071981434,148,1571901928071803808,/GNSS,$GPGGA,1528.0,31.1630135,N,121.307205833,E,2,12,0.67,3.2,M,9.5,M,1,.0
1571901929051988707,149,1571901929051829338,/GNSS,$GPGGA,1529.0,31.1630068333,N,121.307212333,E,2,12,0.65,3.2,M,9.5,M,1,.0
1571901930072011404,150,1571901930071887016,/GNSS,$GPGGA,1530.0,31.163,N,121.307219167,E,2,12,0.66,3.3,M,9.5,M,1,.0
1571901931071999951,151,1571901931071837902,/GNSS,$GPGGA,1531.0,31.162993,N,121.307226,E,2,12,0.66,3.3,M,9.5,M,1,.0
1571901932072042273,152,1571901932071839809,/GNSS,$GPGGA,1532.0,31.1629861667,N,121.3072325,E,2,12,0.74,3.3,M,9.5,M,1,.0
1571901933051997288,153,1571901933051797152,/GNSS,$GPGGA,1533.0,31.1629791667,N,121.307239,E,2,12,0.71,3.3,M,9.5,M,1,.0
1571901934051979656,154,1571901934051819324,/GNSS,$GPGGA,1534.0,31.1629718333,N,121.3072455,E,5,12,0.71,3.4,M,9.5,M,1,.0
1571901935071979609,155,1571901935071835279,/GNSS,$GPGGA,1535.0,31.1629646667,N,121.307251833,E,2,12,0.67,3.4,M,9.5,M,1,.0
1571901936051992168,156,1571901936051826715,/GNSS,$GPGGA,1536.0,31.1629575,N,121.307258333,E,5,12,0.71,3.4,M,9.5,M,1,.0
1571901937071946901,157,1571901937071816206,/GNSS,$GPGGA,1537.0,31.1629503333,N,121.307264667,E,2,12,0.71,3.4,M,9.5,M,1,.0
1571901938051890070,158,1571901938051791906,/GNSS,$GPGGA,1538.0,31.1629431667,N,121.307271,E,2,12,0.67,3.5,M,9.5,M,1,.0
1571901939051992880,159,1571901939051819801,/GNSS,$GPGGA,1539.0,31.1629361667,N,121.307277167,E,2,12,0.67,3.5,M,9.5,M,1,.0
1571901940071991442,160,1571901940071814775,/GNSS,$GPGGA,1540.0,31.162929,N,121.307283667,E,5,12,0.65,3.6,M,9.5,M,1,.0
1571901941051981793,161,1571901941051805735,/GNSS,$GPGGA,1541.0,31.1629215,N,121.30729,E,5,12,0.64,3.6,M,9.5,M,1,.0
1571901942052074789,162,1571901942051818371,/GNSS,$GPGGA,1542.0,31.1629141667,N,121.3072965,E,5,12,0.67,3.6,M,9.5,M,1,.0
1571901943051865711,163,1571901943051796913,/GNSS,$GPGGA,1543.0,31.1629068333,N,121.307303,E,5,12,0.72,3.6,M,9.5,M,1,.0
1571901944051918894,164,1571901944051793575,/GNSS,$GPGGA,1544.0,31.1628995,N,121.3073095,E,5,12,0.65,3.5,M,9.5,M,1,.0
1571901945071957954,165,1571901945071818113,/GNSS,$GPGGA,1545.0,31.162893,N,121.307314167,E,5,12,0.66,3.5,M,9.5,M,1,.0
1571901946071932550,166,1571901946071807861,/GNSS,$GPGGA,1546.0,31.1628861667,N,121.307317667,E,5,12,0.66,3.5,M,9.5,M,1,.0
1571901947051904960,167,1571901947051793575,/GNSS,$GPGGA,1547.0,31.162878,N,121.307321333,E,5,12,0.64,3.5,M,9.5,M,1,.0
1571901948051916332,168,1571901948051800966,/GNSS,$GPGGA,1548.0,31.1628695,N,121.307325,E,5,12,0.66,3.5,M,9.5,M,1,.0
1571901949071891876,169,1571901949071793795,/GNSS,$GPGGA,1549.0,31.162861,N,121.307328667,E,5,12,0.64,3.5,M,9.5,M,1,.0
1571901950052013805,170,1571901950051809072,/GNSS,$GPGGA,1550.0,31.1628528333,N,121.3073325,E,5,12,0.64,3.5,M,9.5,M,1,.0
1571901951051983184,171,1571901951051792383,/GNSS,$GPGGA,1551.0,31.1628441667,N,121.307336333,E,5,12,0.64,3.5,M,9.5,M,1,.0
1571901952071902929,172,1571901952071834564,/GNSS,$GPGGA,1552.0,31.162837,N,121.307340333,E,5,12,0.64,3.5,M,9.5,M,1,.0
1571901953052026636,173,1571901953051851273,/GNSS,$GPGGA,1553.0,31.1628295,N,121.3073455,E,5,12,0.64,3.5,M,9.5,M,1,.0
1571901954051967614,174,1571901954051824331,/GNSS,$GPGGA,1554.0,31.1628223333,N,121.307350833,E,5,12,0.64,3.6,M,9.5,M,1,.0
1571901955051895126,175,1571901955051801920,/GNSS,$GPGGA,1555.0,31.1628155,N,121.307355667,E,5,12,0.66,3.6,M,9.5,M,1,.0
1571901956051926864,176,1571901956051798582,/GNSS,$GPGGA,1556.0,31.1628086667,N,121.307360333,E,5,12,0.64,3.6,M,9.5,M,1,.0
1571901957051893133,177,1571901957051794767,/GNSS,$GPGGA,1557.0,31.1628025,N,121.307363667,E,5,12,0.64,3.7,M,9.5,M,1,.0
1571901958051980743,178,1571901958051823616,/GNSS,$GPGGA,1558.0,31.1627951667,N,121.307366167,E,5,12,0.64,3.7,M,9.5,M,1,.0
1571901959051934242,179,1571901959051798582,/GNSS,$GPGGA,1559.0,31.1627875,N,121.307367333,E,5,12,0.67,3.7,M,9.5,M,1,.0
1571901960051976489,180,1571901960051802397,/GNSS,$GPGGA,1560.0,31.1627801667,N,121.307367167,E,5,12,0.67,3.8,M,9.5,M,1,.0
1571901961051957856,181,1571901961051818371,/GNSS,$GPGGA,1561.0,31.162772,N,121.307366,E,5,12,0.73,3.8,M,9.5,M,1,.0
1571901962051928228,182,1571901962051793337,/GNSS,$GPGGA,1562.0,31.162764,N,121.307365167,E,5,12,0.71,3.7,M,9.5,M,1,.0
1571901963051912251,183,1571901963051792145,/GNSS,$GPGGA,1563.0,31.1627556667,N,121.307365167,E,2,12,0.71,3.7,M,9.5,M,1,.0
1571901964051952156,184,1571901964051802635,/GNSS,$GPGGA,1564.0,31.162747,N,121.307365333,E,5,12,0.71,3.6,M,9.5,M,1,.0
1571901965051947624,185,1571901965051803350,/GNSS,$GPGGA,1565.0,31.1627398333,N,121.307364,E,2,12,0.79,3.6,M,9.5,M,1,.0
1571901966051904991,186,1571901966051791191,/GNSS,$GPGGA,1566.0,31.1627358333,N,121.307363333,E,5,12,0.76,3.6,M,9.5,M,1,.0
1571901967051901352,187,1571901967051795959,/GNSS,$GPGGA,1567.0,31.1627351667,N,121.307363333,E,2,12,0.76,3.6,M,9.5,M,1,.0
1571901968051954704,188,1571901968051811457,/GNSS,$GPGGA,1568.0,31.1627351667,N,121.3073635,E,2,12,0.76,3.6,M,9.5,M,1,.0
1571901969051952199,189,1571901969051811695,/GNSS,$GPGGA,1569.0,31.162735,N,121.307363333,E,2,12,0.76,3.7,M,9.5,M,1,.0
1571901970051935242,190,1571901970051794291,/GNSS,$GPGGA,1570.0,31.1627348333,N,121.307363333,E,2,12,0.79,3.7,M,9.5,M,1,.0
