点名,X坐标,Y坐标,H高程,日期,时间
TS0001,-0.0000,0.0000,0.0000,2019-11-12,16:01:58.780
TS0002,10.2001,-0.0000,-0.0187,2019-11-12,16:02:4.400
TS,4.9987,5.0054,1.0476,2019-11-12,16:02:7.710
TS_Auto_82,4.5718,-1.5338,0.0035,2019-11-12,16:11:57.140
TS_Auto_82,4.5719,-1.5338,0.0035,2019-11-12,16:11:57.380
TS_Auto_82,4.5716,-1.5336,0.0035,2019-11-12,16:11:57.560
TS_Auto_82,4.5719,-1.5335,0.0036,2019-11-12,16:11:57.700
TS_Auto_82,4.5716,-1.5338,0.0035,2019-11-12,16:11:57.840
TS_Auto_82,4.5717,-1.5339,0.0035,2019-11-12,16:11:57.950
TS_Auto_82,4.5716,-1.5335,0.0035,2019-11-12,16:11:58.100
TS_Auto_82,4.5720,-1.5339,0.0035,2019-11-12,16:11:58.300
TS_Auto_82,4.5719,-1.5340,0.0034,2019-11-12,16:11:58.410
TS_Auto_82,4.5719,-1.5339,0.0034,2019-11-12,16:11:58.510
TS_Auto_82,4.5719,-1.5339,0.0035,2019-11-12,16:11:58.660
TS_Auto_82,4.5719,-1.5338,0.0034,2019-11-12,16:11:58.850
TS_Auto_82,4.5720,-1.5339,0.0034,2019-11-12,16:11:58.980
TS_Auto_82,4.5719,-1.5340,0.0034,2019-11-12,16:11:59.090
TS_Auto_82,4.5721,-1.5333,0.0036,2019-11-12,16:11:59.200
TS_Auto_82,4.5718,-1.5330,0.0036,2019-11-12,16:11:59.340
TS_Auto_82,4.5717,-1.5332,0.0037,2019-11-12,16:11:59.480
TS_Auto_82,4.5721,-1.5339,0.0035,2019-11-12,16:11:59.640
TS_Auto_82,4.5720,-1.5339,0.0035,2019-11-12,16:11:59.820
TS_Auto_82,4.5719,-1.5339,0.0035,2019-11-12,16:11:59.940
TS_Auto_82,4.5722,-1.5348,0.0035,2019-11-12,16:12:0.090
TS_Auto_82,4.5728,-1.5347,0.0034,2019-11-12,16:12:0.240
TS_Auto_82,4.5720,-1.5341,0.0035,2019-11-12,16:12:0.350
TS_Auto_82,4.5720,-1.5341,0.0034,2019-11-12,16:12:0.460
TS_Auto_82,4.5719,-1.5341,0.0034,2019-11-12,16:12:0.570
TS_Auto_82,4.5719,-1.5340,0.0034,2019-11-12,16:12:0.720
TS_Auto_82,4.5719,-1.5340,0.0035,2019-11-12,16:12:0.820
TS_Auto_82,4.5723,-1.5340,0.0035,2019-11-12,16:12:0.960
TS_Auto_82,4.5715,-1.5335,0.0037,2019-11-12,16:12:1.100
TS_Auto_82,4.5717,-1.5336,0.0035,2019-11-12,16:12:1.240
TS_Auto_82,4.5719,-1.5336,0.0035,2019-11-12,16:12:1.440
TS_Auto_82,4.5718,-1.5337,0.0035,2019-11-12,16:12:1.540
TS_Auto_82,4.5717,-1.5337,0.0035,2019-11-12,16:12:1.660
TS_Auto_82,4.5715,-1.5337,0.0035,2019-11-12,16:12:1.830
TS_Auto_82,4.5718,-1.5337,0.0035,2019-11-12,16:12:1.970
TS_Auto_82,4.5720,-1.5337,0.0035,2019-11-12,16:12:2.080
TS_Auto_82,4.5719,-1.5338,0.0035,2019-11-12,16:12:2.200
TS_Auto_82,4.5718,-1.5332,0.0036,2019-11-12,16:12:2.330
TS_Auto_82,4.5719,-1.5330,0.0037,2019-11-12,16:12:2.440
TS_Auto_82,4.5718,-1.5336,0.0035,2019-11-12,16:12:2.600
TS_Auto_82,4.5720,-1.5334,0.0035,2019-11-12,16:12:2.700
TS_Auto_82,4.5719,-1.5336,0.0034,2019-11-12,16:12:2.840
TS_Auto_82,4.5716,-1.5330,0.0035,2019-11-12,16:12:2.940
TS_Auto_82,4.5718,-1.5331,0.0035,2019-11-12,16:12:3.110
TS_Auto_82,4.5718,-1.5342,0.0034,2019-11-12,16:12:3.320
TS_Auto_82,4.5720,-1.5340,0.0034,2019-11-12,16:12:3.430
TS_Auto_82,4.5718,-1.5334,0.0034,2019-11-12,16:12:3.540
TS_Auto_82,4.5719,-1.5335,0.0034,2019-11-12,16:12:3.670
