点名,X坐标,Y坐标,H高程,日期,时间
TS0001,-0.0000,0.0000,0.0000,2019-11-12,15:28:4.700
TS0002,12.6058,0.0000,0.5758,2019-11-12,15:28:20.950
TS,11.7258,-6.6111,1.2384,2019-11-12,15:28:24.060
TS_Auto_68,7.6108,-1.4957,0.1947,2019-11-12,15:51:50.800
TS_Auto_68,7.6104,-1.4955,0.1947,2019-11-12,15:51:51.130
TS_Auto_68,7.6107,-1.4956,0.1948,2019-11-12,15:51:51.240
TS_Auto_68,7.6107,-1.4956,0.1947,2019-11-12,15:51:51.360
TS_Auto_68,7.6116,-1.4962,0.1948,2019-11-12,15:51:51.530
TS_Auto_68,7.6112,-1.4962,0.1949,2019-11-12,15:51:51.660
TS_Auto_68,7.6103,-1.4961,0.1948,2019-11-12,15:51:51.800
TS_Auto_68,7.6110,-1.4956,0.1947,2019-11-12,15:51:51.920
TS_Auto_68,7.6106,-1.4954,0.1947,2019-11-12,15:51:52.040
TS_Auto_68,7.6106,-1.4958,0.1948,2019-11-12,15:51:52.170
TS_Auto_68,7.6111,-1.4954,0.1948,2019-11-12,15:51:52.280
TS_Auto_68,7.6107,-1.4957,0.1947,2019-11-12,15:51:52.410
TS_Auto_68,7.6108,-1.4956,0.1947,2019-11-12,15:51:52.580
TS_Auto_68,7.6106,-1.4957,0.1947,2019-11-12,15:51:52.700
TS_Auto_68,7.6108,-1.4954,0.1948,2019-11-12,15:51:52.850
TS_Auto_68,7.6106,-1.4957,0.1947,2019-11-12,15:51:52.970
TS_Auto_68,7.6112,-1.4956,0.1948,2019-11-12,15:51:53.090
TS_Auto_68,7.6110,-1.4960,0.1947,2019-11-12,15:51:53.280
TS_Auto_68,7.6112,-1.4957,0.1947,2019-11-12,15:51:53.530
TS_Auto_68,7.6108,-1.4955,0.1947,2019-11-12,15:51:53.660
TS_Auto_68,7.6111,-1.4956,0.1948,2019-11-12,15:51:53.780
TS_Auto_68,7.6109,-1.4957,0.1948,2019-11-12,15:51:53.890
TS_Auto_69,7.6107,-1.4956,0.1948,2019-11-12,15:51:54.000
TS_Auto_69,7.6107,-1.4956,0.1948,2019-11-12,15:51:54.140
TS_Auto_69,7.6108,-1.4958,0.1948,2019-11-12,15:51:54.270
TS_Auto_69,7.6110,-1.4958,0.1948,2019-11-12,15:51:54.440
TS_Auto_69,7.6110,-1.4957,0.1947,2019-11-12,15:51:54.620
TS_Auto_69,7.6109,-1.4957,0.1947,2019-11-12,15:51:54.730
TS_Auto_69,7.6112,-1.4956,0.1947,2019-11-12,15:51:54.980
TS_Auto_69,7.6112,-1.4957,0.1947,2019-11-12,15:51:55.160
TS_Auto_69,7.6113,-1.4958,0.1948,2019-11-12,15:51:55.270
TS_Auto_69,7.6112,-1.4957,0.1947,2019-11-12,15:51:55.380
TS_Auto_69,7.6114,-1.4958,0.1947,2019-11-12,15:51:55.540
TS_Auto_69,7.6112,-1.4958,0.1947,2019-11-12,15:51:55.650
TS_Auto_69,7.6113,-1.4959,0.1947,2019-11-12,15:51:55.820
TS_Auto_69,7.6111,-1.4959,0.1947,2019-11-12,15:51:56.070
TS_Auto_69,7.6112,-1.4961,0.1948,2019-11-12,15:51:56.200
TS_Auto_69,7.6115,-1.4959,0.1948,2019-11-12,15:51:56.330
TS_Auto_69,7.6112,-1.4955,0.1947,2019-11-12,15:51:56.450
TS_Auto_69,7.6109,-1.4957,0.1947,2019-11-12,15:51:56.620
TS_Auto_69,7.6108,-1.4957,0.1947,2019-11-12,15:51:56.720
TS_Auto_69,7.6107,-1.4957,0.1947,2019-11-12,15:51:56.830
TS_Auto_69,7.6108,-1.4957,0.1947,2019-11-12,15:51:56.930
TS_Auto_69,7.6109,-1.4957,0.1947,2019-11-12,15:51:57.140
TS_Auto_69,7.6108,-1.4957,0.1947,2019-11-12,15:51:57.340
TS_Auto_69,7.6108,-1.4959,0.1948,2019-11-12,15:51:57.560
TS_Auto_69,7.6107,-1.4959,0.1948,2019-11-12,15:51:57.670
TS_Auto_69,7.6108,-1.4958,0.1947,2019-11-12,15:51:57.800
TS_Auto_69,7.6114,-1.4959,0.1947,2019-11-12,15:51:57.980
TS_Auto_69,7.6120,-1.4956,0.1948,2019-11-12,15:51:58.130
TS_Auto_69,7.6110,-1.4959,0.1947,2019-11-12,15:51:58.290
TS_Auto_69,7.6107,-1.4960,0.1948,2019-11-12,15:51:58.480
TS_Auto_69,7.6107,-1.4962,0.1948,2019-11-12,15:51:58.620
TS_Auto_69,7.6097,-1.4949,0.1945,2019-11-12,15:51:58.810
TS_Auto_69,7.6110,-1.4960,0.1948,2019-11-12,15:51:58.970
TS_Auto_69,7.6112,-1.4960,0.1947,2019-11-12,15:51:59.120
TS_Auto_69,7.6112,-1.4961,0.1948,2019-11-12,15:51:59.220
TS_Auto_69,7.6112,-1.4960,0.1947,2019-11-12,15:51:59.400
TS_Auto_69,7.6112,-1.4960,0.1947,2019-11-12,15:51:59.510
