time,u,v,depth,
1583920119.2070000172,690,277,4.7781171798706054688
1583920119.4409999847,690,278,4.7671661376953125
1583920119.5069999695,690,277,4.7667202949523925781
1583920119.5629999638,690,278,4.7612748146057128906
1583920119.621999979,690,277,4.758152008056640625
1583920119.6760001183,690,277,4.7558693885803222656
1583920119.7330000401,690,277,4.7538089752197265625
1583920119.7880001068,690,277,4.7532429695129394531
1583920119.8429999352,690,277,4.7537217140197753906
1583920119.8959999084,690,278,4.7537999153137207031
1583920119.9500000477,690,277,4.7543468475341796875
1583920120.0069999695,690,277,4.7552418708801269531
1583920120.0599999428,690,277,4.755504608154296875
1583920120.114000082,690,277,4.7553377151489257812
1583920120.1719999313,690,277,4.7552752494812011719
1583920120.2249999046,690,277,4.7572617530822753906
1583920120.2780001163,690,277,4.757144927978515625
1583920120.3359999657,690,277,4.7573900222778320312
1583920120.3940000534,690,277,4.7569484710693359375
1583920120.4519999027,690,277,4.7570514678955078125
1583920120.5090000629,690,277,4.7569637298583984375
1583920120.5629999638,690,278,4.7558341026306152344
1583920120.618999958,690,277,4.7567381858825683594
1583920120.6779999733,690,277,4.7565245628356933594
1583920120.742000103,690,277,4.7558965682983398438
1583920120.7960000038,690,277,4.7549729347229003906
1583920120.8519999981,690,277,4.7556715011596679688
1583920120.9059998989,690,277,4.7557878494262695312
1583920120.9670000076,690,277,4.75649261474609375
1583920121.0250000954,690,278,4.7556285858154296875
1583920121.0829999447,690,277,4.7562050819396972656
1583920121.1370000839,690,277,4.7560510635375976562
1583920121.1919999123,690,277,4.7560329437255859375
1583920121.243999958,690,278,4.7556409835815429688
1583920121.3039999008,690,278,4.7559847831726074219
1583920121.3619999886,690,278,4.75778961181640625
1583920121.4230000973,690,277,4.7599763870239257812
1583920121.4820001125,690,277,4.7604455947875976562
1583920121.5429999828,690,278,4.7596940994262695312
1583920121.5980000496,690,277,4.7612109184265136719
1583920121.6579999924,690,277,4.7617974281311035156
1583920121.7100000381,690,277,4.761852264404296875
1583920121.7709999084,690,277,4.7613587379455566406
1583920121.8299999237,690,278,4.7604842185974121094
1583920121.885999918,690,277,4.7614006996154785156
1583920121.9419999123,690,277,4.7617506980895996094
1583920122,690,277,4.7617244720458984375
1583920122.0599999428,690,278,4.7605414390563964844
1583920122.118999958,690,277,4.7605028152465820312
1583920122.1770000458,690,277,4.7599334716796875
1583920122.2349998951,690,277,4.7596888542175292969
1583920122.2939999104,690,277,4.75959014892578125
1583920122.3480000496,690,277,4.7592835426330566406
1583920122.4059998989,690,277,4.7595949172973632812
1583920122.4590001106,690,278,4.7602381706237792969
1583920122.5169999599,690,277,4.7613768577575683594
1583920122.5769999027,690,278,4.7606143951416015625
1583920122.632999897,690,277,4.7613930702209472656
1583920122.6879999638,690,277,4.7612843513488769531
1583920122.7430000305,690,277,4.7607741355895996094
1583920122.7990000248,690,278,4.7591881752014160156
1583920122.8570001125,690,277,4.7595324516296386719
1583920122.9100000858,690,277,4.7594599723815917969
1583920122.9679999352,690,277,4.759380340576171875
1583920123.0239999294,690,277,4.7593374252319335938
1583920123.0769999027,690,278,4.7583293914794921875
1583920123.1349999905,690,277,4.7584600448608398438
1583920123.1889998913,690,277,4.7585721015930175781
1583920123.243999958,690,277,4.7586297988891601562
1583920123.2990000248,690,277,4.7584748268127441406
1583920123.3550000191,690,277,4.7596220970153808594
1583920123.4079999924,690,277,4.7599024772644042969
1583920123.4609999657,690,277,4.7602138519287109375
1583920123.5179998875,690,277,4.76016998291015625
1583920123.5750000477,690,277,4.7601161003112792969
1583920123.631000042,690,278,4.7599492073059082031
1583920123.6849999428,690,277,4.7616591453552246094
1583920123.742000103,690,277,4.761783599853515625
1583920123.7950000763,690,277,4.7613091468811035156
1583920123.8519999981,690,277,4.7618660926818847656
1583920123.9070000648,690,277,4.7612476348876953125
1583920123.9590001106,690,277,4.760684967041015625
1583920124.0150001049,690,277,4.7599120140075683594
1583920124.0720000267,690,277,4.7599873542785644531
1583920124.125,690,278,4.7599225044250488281
1583920124.1770000458,690,277,4.7607560157775878906
1583920124.2330000401,690,277,4.7607932090759277344
1583920124.2890000343,690,277,4.7608284950256347656
1583920124.3440001011,690,278,4.7591505050659179688
1583920124.4019999504,690,278,4.7598781585693359375
1583920124.4560000896,690,277,4.760776519775390625
1583920124.510999918,690,277,4.760784149169921875
1583920124.5680000782,690,278,4.7592797279357910156
1583920124.6229999065,690,277,4.7604002952575683594
1583920124.6779999733,690,278,4.7594943046569824219
1583920124.7339999676,690,278,4.7594432830810546875
1583920124.7890000343,690,278,4.759807586669921875
1583920124.8429999352,690,278,4.7606339454650878906
1583920124.8959999084,690,277,4.7613267898559570312
1583920124.9519999027,690,278,4.7603354454040527344
