time,status
1545118174.4150925,3
1545118174.6178076,3
1545118174.820052,3
1545118175.2243838,3
1545118175.225008,3
1545118175.4278486,3
1545118175.6297786,3
1545118175.8319232,3
1545118176.374953,3
1545118176.2414157,3
1545118176.443717,3
1545118176.6461005,3
1545118176.8551922,3
1545118177.5788257,3
1545118218.8600647,3
1545118219.663677,3
1545118219.2680862,3
1545118219.4696834,3
1545118219.672891,3
1545118219.874973,3
1545118220.798382,3
1545118220.2823358,3
1545118220.4845796,3
1545118220.6871312,3
1545118220.8894122,3
1545118221.9166448,3
1545118292.4932528,3
1545118292.7239838,3
1545118292.9270766,3
1545118293.1294625,3
1545118293.3315632,3
1545118293.5337195,3
1545118293.7381856,3
1545118293.9411817,3
1545118294.1433487,3
1545118294.3457649,3
1545118294.5482013,3
1545118358.5503824,3
1545118358.7717628,3
1545118358.974458,3
1545118359.1767404,3
1545118359.381041,3
1545118385.183108,4
1545118392.7981179,4
1545118407.8191335,3
1545118408.8545747,3
1545118409.577743,3
1545118409.262113,3
1545118409.4647076,3
1545118409.667108,3
1545118409.8694224,3
1545118410.7182279,3
1545118410.2787242,3
1545118410.4828331,3
1545118410.6918237,3
1545118410.893861,3
1545118411.957974,3
1545118411.2985334,3
1545118411.5004106,3
1545118411.7021356,3
1545118411.9041486,3
1545118422.1078038,3
1545118422.325448,3
1545118422.5281065,3
1545118422.7300265,3
1545118422.9318948,3
1545118423.1336625,3
1545118423.3384256,3
1545118423.540483,3
1545118423.7435877,3
1545118423.9479656,3
1545118424.1504917,3
1545118424.3530834,3
1545118424.5557964,3
1545118424.7583284,3
1545118424.9602168,3
1545118425.162594,3
1545118425.3646924,3
1545118425.56722,3
1545118425.7716854,3
1545118425.9736757,3
1545118426.17643,3
1545118426.3790805,3
1545118426.5810373,3
1545118426.7834854,3
1545118426.9862828,3
1545118427.1884081,3
1545118427.3911235,3
1545118427.5943396,3
1545118427.7974865,3
1545118427.9997082,3
1545118428.2018754,3
1545118428.4045336,3
1545118428.6095624,3
1545118428.8119917,3
1545118429.1429038,3
1545118446.6181083,3
1545118448.6202044,3
1545118450.6301622,3
1545118452.6386354,3
1545118454.649546,3
1545118456.6513765,3
1545118458.6582632,3
1545118472.466053,3
1545118472.6899054,3
1545118472.8928478,3
1545118473.957486,3
1545118473.2981076,3
1545118473.5000196,3
1545118473.7024305,3
1545118473.9055967,3
1545118474.1079059,3
1545118474.3107183,3
1545118474.513002,3
1545118487.9147468,3
1545118488.1409047,3
1545118488.3435895,3
1545118488.545992,3
1545118488.748832,3
1545118488.95139,3
1545118489.1537073,3
1545118489.3578827,3
1545118489.5601602,3
1545118489.762251,3
1545118489.9647737,3
1545118490.1679177,3
1545118501.7702122,3
1545118501.9898477,3
1545118502.1949797,3
1545118502.3967772,3
1545118502.6037726,3
1545118502.8084948,3
1545118503.1028612,3
1545118503.2125444,3
1545118503.4148288,3
1545118503.620407,3
1545118503.8330646,3
1545118504.376798,3
1545118504.2401674,3
1545118504.4425752,3
1545118504.6450858,3
1545118504.847798,3
1545118505.5003185,3
1545118505.2520564,3
1545118505.4544833,3
1545118505.6571062,3
1545118505.859106,3
1545118506.619864,3
1545118506.263946,3
1545118506.465829,3
1545118506.6693497,3
1545118506.8716128,3
1545118507.735811,3
1545118507.276161,3
1545118507.4790525,3
1545118507.6814988,3
1545118507.8840117,3
1545118508.865928,3
1545118508.2895076,3
1545118508.492103,3
1545118508.6946495,3
1545118508.8970902,3
1545118525.3016076,3
1545118525.5368876,3
1545118525.7398996,3
1545118525.943922,3
1545118526.146147,3
1545118526.3489332,3
1545118526.5513282,3
1545118526.7529347,3
1545118526.9553416,3
1545118527.157952,3
1545118527.360137,3
1545118527.5622425,3
1545118571.7643192,3
1545118571.974886,3
1545118572.1774068,3
1545118572.3799767,3
1545118572.582661,3
1545118572.7848551,3
1545118572.9873636,3
1545118573.1916122,3
1545118573.3940055,3
1545118573.596332,3
1545118573.7998946,3
1545118649.403871,3
1545118649.6111562,3
1545118649.8131108,3
1545118650.1496518,3
1545118650.217871,3
1545118679.2224135,3
1545118679.4479854,3
1545118679.65037,3
1545118679.8523247,3
1545118680.5440445,3
1545118680.2560728,3
1545118680.458436,3
1545118680.6602764,3
1545118680.8625073,3
1545118681.650384,3
1545118681.2675588,3
1545118681.4694626,3
1545118681.6722147,3
1545118681.877008,3
1545118682.7967198,3
1545118682.2876816,3
1545118682.489487,3
1545118682.6919878,3
1545118682.8945112,3
1545118692.8966148,3
1545118693.1163673,3
1545118693.318794,3
1545118693.521421,3
1545118693.7233722,3
1545118693.9262662,3
1545118694.1283517,3
1545118694.3302615,3
1545118694.5324655,3
1545118694.7349522,3
1545118694.936703,3
1545118695.1384492,3
1545118695.3418057,3
1545118695.5438302,3
1545118695.7457232,3
1545118695.9542668,3
1545118696.1568966,3
1545118696.3614416,3
1545118696.5636368,3
1545118696.765836,3
1545118696.9685335,3
1545118697.1723363,3
1545118697.375353,3
1545118697.5779052,3
1545118697.7795951,3
1545118697.9813144,3
1545118698.1876025,3
1545118698.3922653,3
1545118698.5947402,3
1545118698.800016,3
1545118699.2112389,3
1545118699.203869,3
1545118699.406932,3
1545118699.608779,3
1545118699.8109736,3
1545118727.4138865,3
1545118729.6313634,3
1545118731.6442778,3
1545118733.651976,3
1545118735.8544788,3
1545118738.5957541,3
1545118740.2642095,3
1545118753.869534,3
1545118754.9899938,3
1545118754.3011897,3
1545118754.504028,3
1545118754.705651,3
1545118754.9077418,3
1545118755.1098294,3
1545118755.3124347,3
1545118755.51446,3
1545118755.7177227,3
1545118755.922077,3
1545118767.3245702,3
1545118767.551975,3
1545118767.75499,3
1545118767.9569895,3
1545118768.159217,3
1545118768.3616152,3
1545118768.5645535,3
1545118768.7664433,3
1545118768.9689834,3
1545118769.1715684,3
1545118769.3736022,3
1545118769.576362,3
1545118782.9849253,3
1545118783.2111137,3
1545118783.413608,3
1545118783.6159754,3
1545118783.8191404,3
1545118784.2512395,3
1545118784.226677,3
1545118784.4299188,3
1545118784.6316555,3
1545118784.83398,3
1545118785.367037,3
1545118785.2386844,3
1545118785.4415753,3
1545118785.6435244,3
1545118785.8466825,3
1545118786.4906073,3
1545118786.2519522,3
1545118786.4541473,3
1545118786.6590164,3
1545118786.8615043,3
1545118787.6407702,3
1545118787.2660675,3
1545118787.4685493,3
1545118787.6727178,3
1545118787.8757777,3
1545118788.7865639,3
1545118788.2809222,3
1545118788.4836445,3
1545118788.6860087,3
1545118788.8890564,3
1545118789.9137452,3
1545118789.293665,3
1545118789.496136,3
1545118789.6980636,3
1545118789.900492,3
1545118790.103072,3
1545118807.3048944,3
1545118807.5397713,3
1545118807.745035,3
1545118807.9481769,3
1545118808.1498225,3
1545118808.3515756,3
1545118808.5530329,3
1545118808.7547536,3
1545118808.9580228,3
1545118809.159747,3
1545118809.3624372,3
1545118809.5649145,3
1545118841.9667132,3
1545118842.1845036,3
1545118842.3877382,3
1545118842.5895908,3
1545118842.792156,3
1545118842.993842,3
1545118843.1971633,3
1545118843.3994122,3
1545118843.6021929,3
1545118843.8060696,3
1545118844.8651183,3
1545118889.6113865,4
1545119067.6253028,3
1545119067.8554292,3
1545119068.5801396,3
1545119068.260706,3
1545119088.6314816,3
1545119088.30118,3
1545119088.5027907,3
1545119088.7051668,3
1545119088.9078858,3
1545119089.1121585,3
1545119089.3149624,3
1545119089.5174944,3
1545119089.719364,3
1545119089.921897,3
1545119090.1243641,3
1545119090.3268895,3
1545119090.529125,3
1545119090.7314868,3
1545119090.9332373,3
1545119091.1353545,3
1545119091.3377552,3
1545119091.5403008,3
1545119091.7434328,3
1545119101.545422,3
1545119101.7682774,3
1545119101.971621,3
1545119102.1739025,3
1545119102.3754761,3
1545119102.581093,3
1545119102.7830968,3
1545119102.9857616,3
1545119103.1882515,3
1545119103.3971744,3
1545119103.6003776,3
1545119103.8030634,3
1545119104.6187172,3
1545119104.2092519,3
1545119104.4129267,3
1545119104.6146827,3
1545119104.8193703,3
1545119105.2180786,3
1545119105.2235441,3
1545119105.4253602,3
1545119105.6289115,3
1545119105.830978,3
1545119106.3299594,3
1545119106.235961,3
1545119106.438612,3
1545119106.6405785,3
1545119106.8425615,3
1545119107.4575443,3
1545119107.2483008,3
1545119107.450905,3
1545119107.652868,3
1545119107.8559978,3
1545119108.582455,3
1545119108.2626672,3
1545119108.4650545,3
1545119157.4686062,3
1545119159.2893965,3
1545119161.9370146,3
1545119162.8979545,3
1545119164.9069042,3
1545119166.7092316,3
1545119168.5151606,3
1545119182.1204436,3
1545119182.3473725,3
1545119182.5493004,3
1545119182.7515862,3
1545119182.953385,3
1545119183.1551867,3
1545119183.3572836,3
1545119183.559271,3
1545119183.7633111,3
1545119183.9654253,3
1545119184.1669416,3
1545119194.9698327,3
1545119195.1916795,3
1545119195.393357,3
1545119195.5959172,3
1545119195.7982848,3
1545119196.1048367,3
1545119196.2033386,3
1545119196.404868,3
1545119196.6094398,3
1545119196.812102,3
1545119197.1383102,3
1545119197.2157967,3
1545119208.8185616,3
1545119209.3990903,3
1545119209.2422326,3
1545119209.444639,3
1545119209.6470425,3
1545119209.85004,3
1545119210.5240734,3
1545119210.2545729,3
1545119210.458227,3
1545119210.6601536,3
1545119210.8628287,3
1545119211.6436644,3
1545119211.2673671,3
1545119211.4691303,3
1545119211.6707299,3
1545119211.8734984,3
1545119212.7524338,3
1545119212.279575,3
1545119212.4823887,3
1545119212.6850328,3
1545119212.8873491,3
1545119213.8976052,3
1545119213.29226,3
1545119213.4944086,3
1545119213.696999,3
1545119213.9015818,3
1545119214.1038704,3
1545119214.3071518,3
1545119214.5097544,3
1545119214.7146873,3
1545119214.917619,3
1545119215.1196733,3
1545119215.3241293,3
1545119215.5262685,3
1545119215.7286355,3
1545119215.93125,3
1545119232.3336976,3
1545119232.572203,3
1545119232.775364,3
1545119232.9798286,3
1545119233.1817725,3
1545119233.3843277,3
1545119233.5874786,3
1545119233.7958064,3
1545119233.9979126,3
1545119234.2008486,3
1545119234.4045107,3
1545119234.6068103,3
1545119317.4091322,3
1545119317.619064,3
1545119317.821306,3
1545119318.2760267,3
1545119318.2332551,3
1545119318.4389684,3
1545119318.642263,3
1545119318.844902,3
1545119319.4668987,3
1545119319.248991,3
1545119319.4514601,3
1545119521.4535944,3
1545119521.6598814,3
1545119521.8670168,3
1545119522.6910532,3
1545119522.2714257,3
