x,y,z,yaw,roll,pitch
-4.055273257420, -5.174894923530, 0.423530798455, -1.695033115985, 0.005313306574, 0.010388864961
0.116765904331, -2.550167132960, 0.406057622875, 0.709248602269, 0.008333364465, 0.006125210181
4.403611626590, 0.989870774998, 0.387631979913, 0.691425794424, 0.011628443268, 0.007896704620
7.127938878820, 3.338991204670, 0.377651970123, 1.731629506540, 0.009014088664, 0.009202778750
3.491851479120, 7.215861812550, 0.369229613561, 2.416735270211, 0.013563038979, 0.002546401461
-3.190834760670, 8.637620925900, 0.377206653357, 3.115292047057, 0.030967866678, 0.001738407286
-1.488665297260, 4.910772698090, 0.394075998299, -0.350137693801, 0.011699026072, -0.005246049262
2.479204246570, 0.702034472797, 0.393358531134, -1.853122392419, 0.007600351803, 0.000297275081
-1.827915074730, -2.292565408760, 0.410143424498, -2.156623279203, 0.015940395014, -0.007765744504
-4.055273257420, -5.174894923530, 0.423530798455, -1.695033115985, 0.005313306574, 0.010388864961
0.116765904331, -2.550167132960, 0.406057622875, 0.709248602269, 0.008333364465, 0.006125210181
4.403611626590, 0.989870774998, 0.387631979913, 0.691425794424, 0.011628443268, 0.007896704620
7.127938878820, 3.338991204670, 0.377651970123, 1.731629506540, 0.009014088664, 0.009202778750
3.491851479120, 7.215861812550, 0.369229613561, 2.416735270211, 0.013563038979, 0.002546401461
-3.190834760670, 8.637620925900, 0.377206653357, 3.115292047057, 0.030967866678, 0.001738407286
-1.488665297260, 4.910772698090, 0.394075998299, -0.350137693801, 0.011699026072, -0.005246049262
2.479204246570, 0.702034472797, 0.393358531134, -1.853122392419, 0.007600351803, 0.000297275081
-1.827915074730, -2.292565408760, 0.410143424498, -2.156623279203, 0.015940395014, -0.007765744504
-4.055273257420, -5.174894923530, 0.423530798455, -1.695033115985, 0.005313306574, 0.010388864961
0.116765904331, -2.550167132960, 0.406057622875, 0.709248602269, 0.008333364465, 0.006125210181
4.403611626590, 0.989870774998, 0.387631979913, 0.691425794424, 0.011628443268, 0.007896704620
7.127938878820, 3.338991204670, 0.377651970123, 1.731629506540, 0.009014088664, 0.009202778750
3.491851479120, 7.215861812550, 0.369229613561, 2.416735270211, 0.013563038979, 0.002546401461
-3.190834760670, 8.637620925900, 0.377206653357, 3.115292047057, 0.030967866678, 0.001738407286
-1.488665297260, 4.910772698090, 0.394075998299, -0.350137693801, 0.011699026072, -0.005246049262
2.479204246570, 0.702034472797, 0.393358531134, -1.853122392419, 0.007600351803, 0.000297275081
-1.827915074730, -2.292565408760, 0.410143424498, -2.156623279203, 0.015940395014, -0.007765744504
-4.055273257420, -5.174894923530, 0.423530798455, -1.695033115985, 0.005313306574, 0.010388864961
0.116765904331, -2.550167132960, 0.406057622875, 0.709248602269, 0.008333364465, 0.006125210181
4.403611626590, 0.989870774998, 0.387631979913, 0.691425794424, 0.011628443268, 0.007896704620
7.127938878820, 3.338991204670, 0.377651970123, 1.731629506540, 0.009014088664, 0.009202778750
3.491851479120, 7.215861812550, 0.369229613561, 2.416735270211, 0.013563038979, 0.002546401461
-3.190834760670, 8.637620925900, 0.377206653357, 3.115292047057, 0.030967866678, 0.001738407286
-1.488665297260, 4.910772698090, 0.394075998299, -0.350137693801, 0.011699026072, -0.005246049262
2.479204246570, 0.702034472797, 0.393358531134, -1.853122392419, 0.007600351803, 0.000297275081
-1.827915074730, -2.292565408760, 0.410143424498, -2.156623279203, 0.015940395014, -0.007765744504
-4.055273257420, -5.174894923530, 0.423530798455, -1.695033115985, 0.005313306574, 0.010388864961
0.116765904331, -2.550167132960, 0.406057622875, 0.709248602269, 0.008333364465, 0.006125210181
4.403611626590, 0.989870774998, 0.387631979913, 0.691425794424, 0.011628443268, 0.007896704620
7.127938878820, 3.338991204670, 0.377651970123, 1.731629506540, 0.009014088664, 0.009202778750
3.491851479120, 7.215861812550, 0.369229613561, 2.416735270211, 0.013563038979, 0.002546401461
-3.190834760670, 8.637620925900, 0.377206653357, 3.115292047057, 0.030967866678, 0.001738407286
-1.488665297260, 4.910772698090, 0.394075998299, -0.350137693801, 0.011699026072, -0.005246049262
2.479204246570, 0.702034472797, 0.393358531134, -1.853122392419, 0.007600351803, 0.000297275081
-1.827915074730, -2.292565408760, 0.410143424498, -2.156623279203, 0.015940395014, -0.007765744504
