time,status
1545188303.3269827,3
1545188303.5331628,3
1545188303.7387846,3
1545188303.941247,3
1545188329.343961,3
1545188331.5688417,3
1545188333.7727528,3
1545188335.9790003,3
1545188338.1855676,3
1545188340.3912358,3
1545188342.596118,3
1545188344.8070467,3
1545188347.133314,3
1545188349.2185755,3
1545188351.4231465,3
1545188353.6297147,3
1545188432.6409318,3
1545188446.4704916,3
1545188446.708909,3
1545188446.9156437,3
1545188447.1189694,3
1545188447.3205447,3
1545188457.5230498,3
1545188457.7415545,3
1545188457.9430845,3
1545188458.144652,3
1545188458.3472495,3
1545188458.5494585,3
1545188458.7516787,3
1545188458.953453,3
1545188459.1556067,3
1545188472.9575374,3
1545188473.1858647,3
1545188473.387544,3
1545188473.5899045,3
1545188473.7924535,3
1545188473.9986196,3
1545188474.2035937,3
1545188474.4058518,3
1545188474.6085348,3
1545188474.8106134,3
1545188475.1315606,3
1545188475.215538,3
1545188475.4171417,3
1545188475.6198084,3
1545188475.8220901,3
1545188476.2438955,3
1545188476.228642,3
1545188476.4307513,3
1545188476.6328564,3
1545188476.8373473,3
1545188477.395171,3
1545188477.241996,3
1545188477.4443393,3
1545188477.64709,3
1545188477.8521671,3
1545188478.583659,3
1545188478.2605712,3
1545188478.4628909,3
1545188478.6650422,3
1545188478.8673444,3
1545188479.6977906,3
1545188479.2725933,3
1545188479.4749734,3
1545188479.6776567,3
1545188479.8801715,3
1545188480.824296,3
1545188496.4841528,3
1545188496.7170532,3
1545188496.9216096,3
1545188497.12477,3
1545188497.3265007,3
1545188497.5285964,3
1545188497.7329116,3
1545188497.9355223,3
1545188498.1383884,3
1545188498.3403995,3
1545188498.5424209,3
1545188498.7446024,3
1545188498.948416,3
1545188499.1510637,3
1545188499.3534625,3
1545188499.5558462,3
1545188499.7576685,3
1545188545.9595668,3
1545188546.96129,3
1545188547.1636696,3
1545188588.1663146,4
1545188605.7679322,4
1545188644.7749534,3
1545188644.987289,3
1545188645.1899712,3
1545188645.392431,3
1545188645.5943575,3
1545188645.7992651,3
1545188646.1572638,3
1545188646.204615,3
1545188646.4071758,3
1545188646.609451,3
1545188646.8117297,3
1545188647.1406224,3
1545188647.2157588,3
1545188647.4176118,3
1545188647.6193259,3
1545188647.821432,3
1545188648.270462,3
1545188648.229836,3
1545188648.4325814,3
1545188648.6351225,3
1545188648.837015,3
1545188649.39496,3
1545188649.2422247,3
1545188649.4442883,3
1545188649.6460705,3
1545188649.8491678,3
1545188670.6514916,3
1545188670.857166,3
1545188671.5975802,3
1545188671.2635775,3
1545188671.4652805,3
1545188671.6706896,3
1545188671.8724952,3
1545188672.7432861,3
1545188672.2760196,3
1545188672.4804983,3
1545188672.6826155,3
1545188672.8869066,3
1545188673.895261,3
1545188673.2913105,3
1545188673.4937322,3
1545188673.696343,3
1545188683.987155,3
1545188683.316047,3
1545188683.51867,3
1545188683.7203875,3
1545188683.9227977,3
1545188684.1250622,3
1545188777.7271976,3
1545188779.5306187,3
1545188782.336931,3
1545188789.9461312,3
1545188791.7620187,3
1545188793.7672791,3
1545188795.7717316,3
1545188797.776786,3
1545188799.782256,3
1545188801.7867782,3
1545188803.7966177,3
1545188805.8026142,3
1545188807.8107207,3
1545188821.8154716,3
1545188822.5767415,3
1545188822.2617552,3
1545188822.4636128,3
1545188822.6659043,3
1545188833.8679113,3
1545188834.907063,3
1545188834.2922885,3
1545188834.4938958,3
1545188834.6989276,3
1545188834.9012187,3
1545188835.1061661,3
1545188835.30849,3
1545188835.5107293,3
1545188847.3125958,3
1545188847.5379112,3
1545188847.7400846,3
1545188847.942268,3
1545188848.1448689,3
1545188848.347007,3
1545188848.5496073,3
1545188848.7519412,3
1545188848.9548364,3
1545188849.1567366,3
1545188849.359047,3
1545188849.5659885,3
1545188849.7708862,3
1545188849.9732385,3
1545188850.1756225,3
1545188850.3779938,3
1545188850.5802064,3
1545188850.782417,3
1545188850.9848335,3
1545188851.188417,3
1545188851.391806,3
1545188851.5943515,3
1545188851.798894,3
1545188852.1628783,3
1545188852.2038999,3
1545188852.405797,3
1545188852.6076245,3
1545188852.8101416,3
1545188853.164194,3
1545188853.2213447,3
1545188853.423195,3
1545188853.6298108,3
1545188853.8342004,3
1545188854.363984,3
1545188854.2390747,3
1545188854.4412646,3
1545188878.443916,3
1545188878.6527054,3
1545188878.8547637,3
1545188879.5713928,3
1545188879.2594664,3
1545188879.4613898,3
1545188879.663664,3
1545188879.8696728,3
1545188880.7140288,3
1545188880.2736127,3
1545188880.482461,3
1545188880.6843297,3
1545188880.8867347,3
1545188881.9048653,3
1545188881.2925482,3
1545188881.4951396,3
1545188881.699354,3
1545188911.301473,3
1545188911.532439,3
1545188921.1349883,3
1545188983.956987,3
1545188984.187085,3
1545188984.3925757,3
1545188984.5982232,3
1545188984.8034678,3
1545188985.5784667,3
1545188985.2084167,3
1545188985.4111748,3
1545188985.6133454,3
1545188985.8156424,3
1545188986.1867762,3
1545188986.2204447,3
1545188986.423296,3
1545188986.6253576,3
1545188986.8304358,3
1545188987.3304367,3
1545188987.2418911,3
1545188987.4442658,3
1545188987.6472588,3
1545188987.850302,3
1545188988.5203238,3
1545188988.2588737,3
1545188988.462203,3
1545188988.664494,3
1545188988.867415,3
1545188989.7114031,3
1545188989.2745845,3
1545188989.4764402,3
1545189027.7877574,3
1545189027.8858945,3
1545189028.8962438,3
1545189028.2922254,3
1545189028.4938905,3
1545189028.6963117,3
1545189028.9017951,3
1545189029.1069539,3
1545189029.3100476,3
1545189029.5121832,3
1545189029.7146537,3
1545189029.9163327,3
1545189030.1185255,3
1545189030.3204846,3
1545189030.5228846,3
1545189030.725002,3
1545189040.5271761,3
1545189040.7441313,3
1545189040.9465692,3
1545189041.149775,3
1545189041.3517902,3
1545189041.5539424,3
1545189075.956394,3
1545189077.9836812,3
1545189079.9866378,3
1545189081.99281,3
1545189084.198414,3
1545189086.4034305,3
1545189088.610705,3
1545189090.8161554,3
1545189095.824915,3
1545189097.8496218,3
1545189100.853613,3
1545189103.4600198,3
1545189106.6830852,3
1545189119.673575,3
1545189119.9057038,3
1545189120.1097867,3
1545189120.311966,3
1545189120.51513,3
1545189132.3174198,3
1545189132.5445087,3
1545189132.7468827,3
1545189132.9498897,3
1545189133.152515,3
1545189133.35483,3
1545189133.557272,3
1545189133.763036,3
1545189133.9653647,3
1545189150.3699896,3
1545189150.6096704,3
1545189150.811671,3
1545189151.1412654,3
1545189151.2164905,3
1545189151.420136,3
1545189151.6219273,3
1545189151.8241,3
1545189152.2640245,3
1545189152.2293758,3
1545189152.4312792,3
1545189152.6364615,3
1545189152.8441033,3
1545189153.4674795,3
1545189153.2489579,3
1545189153.4536414,3
1545189153.6553025,3
1545189153.8577971,3
1545189154.599268,3
1545189154.262206,3
1545189154.4656973,3
1545189154.6695156,3
1545189154.8719954,3
1545189155.7381363,3
1545189155.276312,3
1545189155.4788332,3
1545189155.6871793,3
1545189155.890339,3
1545189156.935186,3
1545189156.29577,3
1545189156.4988384,3
1545189156.7029247,3
1545189156.9055812,3
1545189157.107344,3
1545189157.3101244,3
1545189157.5116708,3
1545189173.9136586,3
1545189174.1500242,3
1545189174.3638322,3
1545189174.5657792,3
1545189174.7684774,3
1545189174.9715114,3
1545189175.1737301,3
1545189175.3754904,3
1545189175.5795152,3
1545189175.7830372,3
1545189175.9854863,3
1545189176.1889048,3
1545189176.3928213,3
1545189176.59541,3
1545189176.7978215,3
1545189177.42523,3
1545189177.2023256,3
1545189203.60436,3
1545189203.8254528,3
1545189204.2890217,3
1545189291.4319668,3
1545189291.6502657,3
1545189291.8522224,3
1545189292.553056,3
1545189292.2572355,3
1545189292.4642649,3
1545189292.669037,3
1545189292.871217,3
1545189293.7347908,3
1545189293.2765841,3
1545189293.4796922,3
1545189293.6816473,3
1545189293.8842201,3
1545189294.8975778,3
1545189294.2916443,3
1545189294.4938953,3
1545189294.6964607,3
1545189294.8993783,3
1545189295.1018975,3
1545189295.3038042,3
1545189295.5061977,3
1545189295.708858,3
1545189295.911238,3
1545189296.1138952,3
1545189296.3156607,3
1545189296.517682,3
1545189296.7195892,3
1545189296.9215226,3
1545189316.7258537,3
1545189316.9634566,3
1545189317.166291,3
1545189317.3704176,3
1545189317.5726192,3
1545189317.7743804,3
1545189317.9771178,3
1545189318.1795094,3
1545189318.383031,3
1545189318.58591,3
1545189318.7877555,3
1545189318.9904826,3
1545189319.1932018,3
1545189319.3950918,3
1545189319.5970929,3
1545189319.8009875,3
1545189329.5719864,3
1545189329.2230175,3
1545189329.42467,3
1545189329.6266093,3
1545189329.8289862,3
1545189330.3114076,3
1545189419.3297653,3
1545189422.4153254,3
1545189424.4433656,3
1545189426.6503518,3
1545189428.855242,3
1545189431.6070116,3
1545189433.265723,3
1545189435.4714816,3
1545189437.6767025,3
1545189439.6855986,3
1545189441.6884327,3
1545189443.6979005,3
1545189445.7045689,3
1545189459.7122653,3
1545189459.9456906,3
1545189460.1494672,3
1545189460.3535151,3
1545189460.5559473,3
1545189471.558691,3
1545189471.7849572,3
1545189471.9876087,3
1545189472.1914132,3
1545189472.395274,3
1545189472.5991476,3
1545189472.8022203,3
1545189473.7899635,3
1545189473.2110424,3
1545189485.4132814,3
1545189485.6416671,3
1545189485.8439293,3
1545189486.461676,3
1545189486.2489886,3
1545189486.4513044,3
1545189486.6548789,3
1545189486.8571105,3
1545189487.601242,3
1545189487.2625997,3
1545189487.464306,3
1545189487.6678464,3
1545189487.8702126,3
1545189488.7207696,3
1545189488.2739096,3
1545189488.4776664,3
1545189488.680925,3
1545189488.8830051,3
1545189489.868095,3
1545189489.289819,3
1545189489.4932122,3
1545189489.695406,3
1545189489.8984263,3
1545189490.1003819,3
1545189490.3026795,3
1545189490.5045464,3
1545189490.7066984,3
1545189490.90934,3
1545189491.1110299,3
1545189491.312582,3
1545189491.5151727,3
1545189491.716797,3
1545189491.9189105,3
1545189492.1220083,3
1545189492.3236585,3
1545189492.5270317,3
1545189509.3291452,3
1545189509.5616405,3
1545189509.7640195,3
1545189509.965806,3
1545189510.1692612,3
1545189510.3722506,3
1545189510.5751035,3
1545189510.7788663,3
1545189510.982016,3
1545189511.184414,3
1545189511.387336,3
1545189511.5902112,3
1545189511.7938554,3
1545189511.9961197,3
1545189512.1987205,3
1545189512.4008043,3
1545189512.6028848,3
1545189528.2046692,3
1545189528.4331024,3
1545189528.6381934,3
1545189598.2405295,3
1545189598.4735425,3
1545189598.675913,3
1545189598.8789272,3
1545189599.830222,3
1545189599.2848475,3
1545189599.4894643,3
1545189599.6915348,3
1545189599.8940945,3
1545189600.965748,3
1545189600.299187,3
1545189600.5007534,3
1545189600.703043,3
1545189600.9052732,3
1545189601.1088958,3
1545189601.3152764,3
1545189601.519444,3
1545189601.721806,3
1545189601.9240725,3
1545189602.1261692,3
1545189602.3278098,3
1545189602.5309052,3
1545189602.7331097,3
1545189602.935667,3
1545189603.1384306,3
1545189603.340453,3
1545189603.5436995,3
1545189603.7456439,3
