点名,X坐标,Y坐标,H高程,日期,时间
TS0001,0.0000,0.0000,0.0000,2019-11-13,11:37:20.170
TS0002,23.4372,-0.0000,-0.0043,2019-11-13,11:37:24.680
TS,11.6919,5.6800,1.5267,2019-11-13,11:37:30.310
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:29.990
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:30.320
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:30.430
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:30.600
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:30.710
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:30.840
TS_Auto_13,1.7207,-1.9264,0.2696,2019-11-13,11:38:31.090
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:31.250
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:31.360
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:31.470
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:31.720
TS_Auto_13,1.7204,-1.9266,0.2696,2019-11-13,11:38:31.850
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:31.990
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:32.110
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:32.330
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:32.440
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:32.540
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:32.700
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:32.830
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:32.980
TS_Auto_13,1.7207,-1.9264,0.2697,2019-11-13,11:38:33.100
TS_Auto_13,1.7207,-1.9264,0.2696,2019-11-13,11:38:33.230
TS_Auto_13,1.7207,-1.9264,0.2696,2019-11-13,11:38:33.360
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:33.460
TS_Auto_13,1.7204,-1.9267,0.2696,2019-11-13,11:38:33.560
TS_Auto_13,1.7207,-1.9265,0.2696,2019-11-13,11:38:33.730
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:33.870
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:33.990
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:34.110
TS_Auto_13,1.7208,-1.9264,0.2696,2019-11-13,11:38:34.240
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:34.400
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:34.500
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:34.730
TS_Auto_13,1.7208,-1.9264,0.2697,2019-11-13,11:38:34.860
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:35.010
TS_Auto_13,1.7204,-1.9266,0.2696,2019-11-13,11:38:35.130
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:35.240
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:35.390
TS_Auto_13,1.7204,-1.9266,0.2696,2019-11-13,11:38:35.490
TS_Auto_13,1.7205,-1.9265,0.2696,2019-11-13,11:38:35.600
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:35.700
TS_Auto_13,1.7207,-1.9264,0.2696,2019-11-13,11:38:35.890
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:36.040
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:36.320
TS_Auto_13,1.7205,-1.9265,0.2696,2019-11-13,11:38:36.450
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:36.610
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:36.710
TS_Auto_13,1.7207,-1.9265,0.2696,2019-11-13,11:38:36.850
TS_Auto_13,1.7204,-1.9266,0.2696,2019-11-13,11:38:36.980
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:37.080
TS_Auto_13,1.7205,-1.9265,0.2697,2019-11-13,11:38:37.200
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:37.330
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:37.490
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:37.660
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:37.770
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:37.910
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:38.040
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:38.150
TS_Auto_13,1.7205,-1.9265,0.2696,2019-11-13,11:38:38.260
TS_Auto_13,1.7204,-1.9266,0.2696,2019-11-13,11:38:38.400
TS_Auto_13,1.7207,-1.9265,0.2696,2019-11-13,11:38:38.610
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:38.730
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:38.870
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:39.070
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:39.190
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:39.310
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:39.460
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:39.560
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:39.750
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:39.880
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:40.020
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:40.380
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:40.530
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:40.640
TS_Auto_13,1.7206,-1.9266,0.2696,2019-11-13,11:38:40.740
TS_Auto_13,1.7205,-1.9266,0.2696,2019-11-13,11:38:40.850
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:41.000
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:41.140
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:41.260
TS_Auto_13,1.7206,-1.9265,0.2696,2019-11-13,11:38:41.370
