time,name,x,y,z,a,b,c,w
1583920269.5199999809,mark,1.5134007930755615234,1.5557335615158081055,-3.3544483184814453125,6.4129162637982517481e-05,-7.6606185757555067539e-05,-6.0184309404576197267e-05,-0.99999970197677612305
1583920269.5199999809,sensor,-5.1872448921203613281,1.050333857536315918,-3.3372149467468261719,0.007057797163724899292,0.00079172215191647410393,0.99997341632843017578,-0.0016202025581151247025
1583920269.5290000439,mark,1.5133736133575439453,1.5557265281677246094,-3.3544499874114990234,5.8356774388812482357e-05,-7.0357382355723530054e-05,-0.00024122530885506421328,-0.99999970197677612305
1583920269.5290000439,sensor,-5.1872448921203613281,1.0503400564193725586,-3.3372042179107666016,0.0070841819979250431061,0.00079387694131582975388,0.99997323751449584961,-0.0016053109429776668549
1583920269.5360000134,mark,1.5133136510848999023,1.555698394775390625,-3.3544521331787109375,9.3519411166198551655e-05,-0.00015039055142551660538,-6.0038149968022480607e-05,-0.99999970197677612305
1583920269.5360000134,sensor,-5.187255859375,1.0503339767456054688,-3.3372046947479248047,0.0070740301162004470825,0.00076173513662070035934,0.99997347593307495117,-0.0015440032584592700005
1583920269.5439999104,mark,1.5132744312286376953,1.5557531118392944336,-3.3544394969940185547,5.5202039220603182912e-05,-0.00018905478646047413349,-1.2970503121323417872e-05,-0.99999982118606567383
1583920269.5439999104,sensor,-5.1872472763061523438,1.0503243207931518555,-3.3372006416320800781,0.0070820702239871025085,0.00078557810047641396523,0.99997323751449584961,-0.0016161036910489201546
1583920269.5529999733,mark,1.5133533477783203125,1.5556743144989013672,-3.3544535636901855469,0.00010261777060804888606,-8.1435391621198505163e-05,-0.00027934231911785900593,-0.99999970197677612305
1583920269.5529999733,sensor,-5.1872348785400390625,1.0503152608871459961,-3.3372187614440917969,0.0070956442505121231079,0.00081652402877807617188,0.99997299909591674805,-0.0017057532677426934242
1583920269.5610001087,mark,1.5134549140930175781,1.5557537078857421875,-3.3544492721557617188,5.0662914873100817204e-05,-9.9279204732738435268e-06,-0.00014465802814811468124,-0.99999970197677612305
1583920269.5610001087,sensor,-5.187229156494140625,1.0503172874450683594,-3.3372166156768798828,0.0070808292366564273834,0.00082219962496310472488,0.99997311830520629883,-0.001698099309578537941
1583920269.5690000057,mark,1.5134700536727905273,1.5556815862655639648,-3.354457855224609375,0.00010604035924188792706,2.7419628167990595102e-06,-0.00015981020987965166569,-0.99999976158142089844
1583920269.5690000057,sensor,-5.1872587203979492188,1.0503121614456176758,-3.3372282981872558594,0.0070675099268555641174,0.00080570118734613060951,0.99997335672378540039,-0.0016344476025551557541
1583920269.5780000687,mark,1.5134264230728149414,1.5556707382202148438,-3.3544471263885498047,0.00011578711564652621746,-2.4414519430138170719e-05,-0.00023830161080695688725,-0.99999982118606567383
1583920269.5780000687,sensor,-5.1872620582580566406,1.0502998828887939453,-3.3372428417205810547,0.0070376475341618061066,0.00080216163769364356995,0.99997353553771972656,-0.0016533354064449667931
1583920269.5859999657,mark,1.5133123397827148438,1.5556493997573852539,-3.3544299602508544922,0.00015688611892983317375,-0.00016336553380824625492,5.4908003221498802304e-05,-0.99999970197677612305
1583920269.5859999657,sensor,-5.1872572898864746094,1.0503135919570922852,-3.33724212646484375,0.0070130149833858013153,0.0007992131868377327919,0.99997371435165405273,-0.0016224419232457876205
1583920269.5940001011,mark,1.5133093595504760742,1.5556811094284057617,-3.3544282913208007813,0.00012236113252583891153,-0.00016259755648206919432,-1.5161210740188835189e-06,-0.99999970197677612305
1583920269.5940001011,sensor,-5.1872529983520507813,1.050322413444519043,-3.3372244834899902344,0.0070277629420161247253,0.00079003797145560383797,0.99997365474700927734,-0.0016100403154268860817
1583920269.6019999981,mark,1.5132343769073486328,1.5557364225387573242,-3.3544194698333740234,8.4312297985889017582e-05,-0.00024851781199686229229,0.00014618638670071959496,-0.99999970197677612305
1583920269.6029999256,sensor,-5.1872601509094238281,1.0503187179565429688,-3.337207794189453125,0.0070190578699111938477,0.00080126419197767972946,0.99997371435165405273,-0.0016024162760004401207
1583920269.611000061,mark,1.5133606195449829102,1.5557246208190917969,-3.3544259071350097656,6.3686122302897274494e-05,-7.9699668276589363813e-05,-0.00030473273363895714283,-0.9999993443489074707
1583920269.611000061,sensor,-5.1872758865356445313,1.0503426790237426758,-3.3372302055358886719,0.0070094107650220394135,0.00077720516128465533257,0.99997407197952270508,-0.0014310313854366540909
1583920269.618999958,mark,1.5133596658706665039,1.5557656288146972656,-3.3544266223907470703,2.6049654479720629752e-05,-6.8869121605530381203e-05,-0.00037912730476818978786,-0.99999940395355224609
1583920269.6199998856,sensor,-5.1872544288635253906,1.0503346920013427734,-3.3372278213500976563,0.0070171975530683994293,0.00079032225767150521278,0.99997383356094360352,-0.0015257250051945447922
1583920269.628000021,mark,1.5134094953536987305,1.5556962490081787109,-3.3544404506683349609,7.2675917181186378002e-05,-9.2888139988644979894e-06,-0.00052295275963842868805,-0.99999946355819702148
1583920269.628000021,sensor,-5.1872549057006835938,1.0503214597702026367,-3.3372323513031005859,0.0070178480818867683411,0.00079512351658195257187,0.99997371435165405273,-0.0015981758479028940201
1583920269.635999918,mark,1.5133560895919799805,1.5557266473770141602,-3.3544368743896484375,5.3331099479692056775e-05,-6.3321924244519323111e-05,-0.00045934555237181484699,-0.99999958276748657227
1583920269.635999918,sensor,-5.1872711181640625,1.0503189563751220703,-3.3372054100036621094,0.0070163994096219539642,0.00080246652942150831223,0.99997371435165405273,-0.0016219258541241288185
1583920269.6440000534,mark,1.5133645534515380859,1.5557302236557006836,-3.354442596435546875,5.3837324230698868632e-05,-7.3466762842144817114e-05,-0.00037431926466524600983,-0.99999970197677612305
1583920269.6440000534,sensor,-5.1872677803039550781,1.0503418445587158203,-3.3371953964233398438,0.0070443847216665744781,0.00078580714762210845947,0.99997359514236450195,-0.0015835411613807082176
1583920269.6530001163,mark,1.5133264064788818359,1.5557248592376708984,-3.3544385433197021484,5.8049594372278079391e-05,-9.9332391982898116112e-05,-0.00041075277840718626976,-0.99999976158142089844
1583920269.6530001163,sensor,-5.1872854232788085938,1.0503410100936889648,-3.337200164794921875,0.0070277713239192962646,0.0007716953987255692482,0.99997383356094360352,-0.0015097964787855744362
1583920269.6610000134,mark,1.513367772102355957,1.5557235479354858398,-3.3544344902038574219,5.1897779485443606973e-05,-4.5399410737445577979e-05,-0.00052669551223516464233,-0.99999976158142089844
1583920269.6610000134,sensor,-5.1872730255126953125,1.0503368377685546875,-3.3372156620025634766,0.0070250565186142921448,0.00077483273344114422798,0.99997383356094360352,-0.0015472221421077847481
1583920269.6700000763,mark,1.5133409500122070313,1.5557792186737060547,-3.3544213771820068359,2.3839220375521108508e-05,-0.00010635589569574221969,-0.00028592292801477015018,-0.99999976158142089844
1583920269.6700000763,sensor,-5.187255859375,1.0503343343734741211,-3.3372216224670410156,0.0070597357116639614105,0.00079616793664172291756,0.99997341632843017578,-0.0016107624396681785583
1583920269.6779999733,mark,1.5133255720138549805,1.5558316707611083984,-3.3544096946716308594,-6.5797303250292316079e-07,-0.00016021527699194848537,-2.5545621610945090652e-05,-0.99999976158142089844
1583920269.6779999733,sensor,-5.1872315406799316406,1.0503191947937011719,-3.3372328281402587891,0.0071004922501742839813,0.00081536057405173778534,0.99997293949127197266,-0.0017103317659348249435
1583920269.6860001087,mark,1.5133821964263916016,1.555853724479675293,-3.3544108867645263672,-1.96974087884882465e-05,-9.9200522527098655701e-05,-0.00010567507706582546234,-0.99999982118606567383
1583920269.6860001087,sensor,-5.1872344017028808594,1.0503183603286743164,-3.3372180461883544922,0.0070854076184332370758,0.00080833386164158582687,0.99997299909591674805,-0.0017334314761683344841
1583920269.6949999332,mark,1.5135455131530761719,1.5558305978775024414,-3.3544354438781738281,-2.0187617337796837091e-05,8.9847242634277790785e-05,-0.00036360774538479745388,-0.99999964237213134766
1583920269.6949999332,sensor,-5.1872229576110839844,1.0503439903259277344,-3.337207794189453125,0.0070813582278788089752,0.00080497312592342495918,0.99997323751449584961,-0.001603748067282140255
1583920269.7030000687,mark,1.5135804414749145508,1.5558576583862304688,-3.3544325828552246094,-2.9116408768459223211e-05,9.2102556664030998945e-05,-0.00015296101628337055445,-0.99999964237213134766
1583920269.7030000687,sensor,-5.1872420310974121094,1.0503308773040771484,-3.3372037410736083984,0.0070562618784606456757,0.00080613722093403339386,0.99997341632843017578,-0.0016299730632454156876
1583920269.7109999657,mark,1.5134954452514648438,1.5558685064315795898,-3.3544268608093261719,-4.3414020183263346553e-05,2.8687352823908440769e-05,-0.00021194519649725407362,-0.99999964237213134766
1583920269.7109999657,sensor,-5.1872510910034179688,1.0503257513046264648,-3.3372220993041992188,0.0070624523796141147614,0.00083974847802892327309,0.99997311830520629883,-0.001743789995089173317
1583920269.7200000286,mark,1.513492584228515625,1.5557729005813598633,-3.3544492721557617188,2.4728044081712141633e-05,3.3373009500792250037e-05,-0.00026979873655363917351,-0.99999970197677612305
1583920269.7200000286,sensor,-5.18724822998046875,1.0503171682357788086,-3.3372311592102050781,0.0070361364632844924927,0.00083821604494005441666,0.999973297119140625,-0.00177481828723102808
1583920269.7279999256,mark,1.5133641958236694336,1.5557211637496948242,-3.3544402122497558594,6.660995859419927001e-05,-7.6357740908861160278e-05,-0.00028824884793721139431,-0.99999976158142089844
1583920269.7279999256,sensor,-5.1872429847717285156,1.050319671630859375,-3.3372352123260498047,0.0070154969580471515656,0.0008377871708944439888,0.99997341632843017578,-0.0017633618554100394249
1583920269.736000061,mark,1.5132409334182739258,1.5557538270950317383,-3.3544228076934814453,5.6133721955120563507e-05,-0.00021507100609596818686,-4.2277551983715966344e-05,-0.99999970197677612305
1583920269.736000061,sensor,-5.187225341796875,1.0503197908401489258,-3.3372547626495361328,0.007034421432763338089,0.00082901970017701387405,0.99997335672378540039,-0.0017552480567246675491
1583920269.7449998856,mark,1.5132211446762084961,1.5556707382202148438,-3.3544330596923828125,0.00014312706480268388987,-0.00027016919921152293682,0.00021210146951489150524,-0.99999970197677612305
1583920269.7449998856,sensor,-5.1872396469116210938,1.0503206253051757813,-3.3372623920440673828,0.007045538630336523056,0.00079654017463326454163,0.99997347593307495117,-0.0016255775699391961098
1583920269.753000021,mark,1.5133360624313354492,1.5555944442749023438,-3.3544542789459228516,0.00018769090820569545031,-0.00013874347496312111616,-2.1022797227487899363e-05,-0.99999964237213134766
1583920269.753000021,sensor,-5.1872425079345703125,1.0503361225128173828,-3.3372514247894287109,0.0070629771798849105835,0.00077553995652124285698,0.99997347593307495117,-0.0015642783837392926216
