,timestamp,x,y,z,yaw,roll,pitch,time,dist,vel
0,1545187662.2532146,0.0022977381881297276,0.20033276093443497,0.0007786273316955361,1.700216552448348,-0.004372783149478261,-1.8296037835826522,,,
1,1545187722.6957874,-0.135118324011625,-0.06065455737295844,0.0026880478351249404,-0.6985996599784583,-0.0037432234355416674,0.792709683036833,60.442572832107544,4.676050959479029,0.07736353269520446
2,1545187864.4121091,-0.18362936195399993,-0.014979221187130354,0.0012718527930000167,-0.6822674246051305,-0.003439874755956522,0.6077514462173479,141.71632170677185,5.5516502380382144,0.039174388462644746
3,1545187882.644694,-0.15266419257400088,-0.23048834158612452,0.0019382254541249755,-1.723328163132,-0.0007314179564583325,1.5821892765024583,18.232584953308105,3.4848147077913856,0.19113113783457805
4,1545187896.503554,0.41811985118249995,-0.09003671152066772,0.0001485132096668007,-2.4045334974998336,-0.0057951147904166675,2.294187473670333,13.85886001586914,5.053213099350707,0.36461967965362996
5,1545187920.3561373,0.7274082639767494,0.16147606086570754,4.392204637504449e-05,-3.099130758360833,-0.026791160246583335,3.012350363544083,23.852583169937134,6.589388337679752,0.27625470544359154
6,1545187983.1097615,0.23896243537362483,0.4428528015093329,-0.0017725945792498865,0.35664529174729165,-0.009725278057833332,-0.4317813050026667,62.75362420082092,3.6529986080705377,0.058211755170990594
7,1545188243.9426224,-0.009365090544869226,0.3765790009301305,-0.0017125510566086133,1.8639523585536955,-0.014015648106913043,-1.7907758914985654,260.8328609466553,5.666632213613404,0.02172514687392984
8,1545188290.4394076,-0.17908689958237511,0.16430110028658307,-0.001246252982041618,2.172600694600375,-0.019950948716541666,-2.2509725014158755,46.496785163879395,5.50692033865146,0.11843658264205029
9,1545188302.8945467,-0.0764708679103343,0.45709923930641594,0.0015888086545000624,1.702756686262375,-0.007492188150041667,-1.8035436464238754,12.45513916015625,3.349656990544999,0.26893774107803525
10,1545188329.344987,-0.06742044311004167,-0.07748270433316673,0.002732765353083255,-0.6985885001996667,0.002068921228958331,0.740585322267625,26.450440168380737,4.674421867162626,0.17672378370287015
11,1545188446.4730365,-0.25164449615825113,0.05035807125254188,0.0010906819314165928,-0.6807240603289583,-0.003502561228875,0.5983683818269584,117.12804961204529,5.503166233894109,0.04698418740960723
12,1545188457.525794,-0.11107635984362396,-0.1709174347402076,0.0020603063615833306,-1.7237283177117084,0.0003047044023333327,1.5840031473270417,11.052757501602173,3.568662159203617,0.32287527874255045
13,1545188472.9486158,0.40314597033720867,-0.1700378342748312,8.569784212492104e-05,-2.4055651893960834,-0.005558578627666665,2.3064022003262084,15.422821760177612,4.9782515194198975,0.3227847404859438
