点名,X坐标,Y坐标,H高程,日期,时间
TS0001,0.0000,0.0000,0.0000,2019-11-13,11:12:7.660
TS0002,21.2730,-0.0000,0.0208,2019-11-13,11:12:16.760
TS,10.7411,-6.0100,1.5836,2019-11-13,11:12:20.100
TS_Auto_12,19.8257,2.8400,0.3243,2019-11-13,11:23:28.220
TS_Auto_12,19.8258,2.8400,0.3243,2019-11-13,11:23:28.400
TS_Auto_12,19.8257,2.8399,0.3243,2019-11-13,11:23:28.530
TS_Auto_12,19.8256,2.8399,0.3244,2019-11-13,11:23:28.670
TS_Auto_12,19.8256,2.8399,0.3243,2019-11-13,11:23:28.770
TS_Auto_12,19.8256,2.8399,0.3244,2019-11-13,11:23:28.920
TS_Auto_12,19.8257,2.8401,0.3243,2019-11-13,11:23:29.040
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:29.150
TS_Auto_12,19.8254,2.8401,0.3241,2019-11-13,11:23:29.250
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:29.360
TS_Auto_12,19.8251,2.8401,0.3240,2019-11-13,11:23:29.500
TS_Auto_12,19.8251,2.8401,0.3240,2019-11-13,11:23:29.630
TS_Auto_12,19.8252,2.8400,0.3240,2019-11-13,11:23:29.810
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:29.940
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:30.040
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:30.160
TS_Auto_12,19.8253,2.8402,0.3241,2019-11-13,11:23:30.340
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:30.510
TS_Auto_12,19.8252,2.8400,0.3240,2019-11-13,11:23:30.820
TS_Auto_12,19.8252,2.8401,0.3240,2019-11-13,11:23:30.960
TS_Auto_12,19.8252,2.8400,0.3239,2019-11-13,11:23:31.190
TS_Auto_12,19.8253,2.8399,0.3239,2019-11-13,11:23:31.300
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:31.440
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:31.560
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:31.710
TS_Auto_12,19.8253,2.8401,0.3240,2019-11-13,11:23:31.810
TS_Auto_12,19.8253,2.8401,0.3240,2019-11-13,11:23:31.990
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:32.200
TS_Auto_12,19.8252,2.8400,0.3240,2019-11-13,11:23:32.350
TS_Auto_12,19.8251,2.8401,0.3241,2019-11-13,11:23:32.460
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:32.580
TS_Auto_12,19.8252,2.8400,0.3240,2019-11-13,11:23:32.740
TS_Auto_12,19.8253,2.8401,0.3242,2019-11-13,11:23:32.840
TS_Auto_12,19.8253,2.8401,0.3242,2019-11-13,11:23:32.950
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:33.130
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:33.260
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:33.360
TS_Auto_12,19.8252,2.8400,0.3240,2019-11-13,11:23:33.510
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:33.630
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:33.840
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:33.950
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:34.140
TS_Auto_12,19.8253,2.8401,0.3240,2019-11-13,11:23:34.250
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:34.350
TS_Auto_12,19.8253,2.8401,0.3240,2019-11-13,11:23:34.480
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:34.630
TS_Auto_12,19.8253,2.8402,0.3240,2019-11-13,11:23:34.770
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:34.940
TS_Auto_12,19.8251,2.8400,0.3241,2019-11-13,11:23:35.120
TS_Auto_12,19.8252,2.8401,0.3240,2019-11-13,11:23:35.240
TS_Auto_12,19.8251,2.8401,0.3240,2019-11-13,11:23:35.350
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:35.470
TS_Auto_12,19.8251,2.8399,0.3241,2019-11-13,11:23:35.580
TS_Auto_12,19.8253,2.8401,0.3240,2019-11-13,11:23:35.720
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:35.850
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:36.000
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:36.140
TS_Auto_12,19.8252,2.8400,0.3240,2019-11-13,11:23:36.410
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:36.520
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:36.640
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:36.830
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:37.000
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:37.110
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:37.230
TS_Auto_12,19.8252,2.8402,0.3241,2019-11-13,11:23:37.360
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:37.480
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:37.690
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:37.800
TS_Auto_12,19.8253,2.8401,0.3240,2019-11-13,11:23:37.930
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:38.040
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:38.150
TS_Auto_12,19.8254,2.8402,0.3240,2019-11-13,11:23:38.460
TS_Auto_12,19.8252,2.8400,0.3239,2019-11-13,11:23:38.600
TS_Auto_12,19.8251,2.8400,0.3241,2019-11-13,11:23:38.790
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:38.900
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:39.000
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:39.120
TS_Auto_12,19.8252,2.8401,0.3240,2019-11-13,11:23:39.240
TS_Auto_12,19.8252,2.8401,0.3241,2019-11-13,11:23:39.350
TS_Auto_12,19.8253,2.8401,0.3242,2019-11-13,11:23:39.520
TS_Auto_12,19.8253,2.8401,0.3241,2019-11-13,11:23:39.620
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:39.750
TS_Auto_12,19.8253,2.8400,0.3241,2019-11-13,11:23:39.910
TS_Auto_12,19.8252,2.8400,0.3241,2019-11-13,11:23:40.030
TS_Auto_12,19.8253,2.8400,0.3242,2019-11-13,11:23:40.270
TS_Auto_12,19.8252,2.8399,0.3242,2019-11-13,11:23:40.430
TS_Auto_12,19.8253,2.8398,0.3241,2019-11-13,11:23:40.590
TS_Auto_12,19.8253,2.8399,0.3242,2019-11-13,11:23:40.740
TS_Auto_12,19.8252,2.8399,0.3242,2019-11-13,11:23:40.950
TS_Auto_12,19.8252,2.8399,0.3241,2019-11-13,11:23:41.070
TS_Auto_12,19.8253,2.8400,0.3240,2019-11-13,11:23:41.170
TS_Auto_12,19.8253,2.8399,0.3241,2019-11-13,11:23:41.310
TS_Auto_12,19.8254,2.8400,0.3243,2019-11-13,11:23:41.450
TS_Auto_12,19.8254,2.8399,0.3244,2019-11-13,11:23:41.560
TS_Auto_12,19.8252,2.8399,0.3244,2019-11-13,11:23:41.750
TS_Auto_12,19.8252,2.8401,0.3244,2019-11-13,11:23:41.850
TS_Auto_12,19.8253,2.8401,0.3242,2019-11-13,11:23:42.080
TS_Auto_12,19.8252,2.8400,0.3242,2019-11-13,11:23:42.320
TS_Auto_12,19.8251,2.8400,0.3243,2019-11-13,11:23:42.450
TS_Auto_12,19.8251,2.8399,0.3242,2019-11-13,11:23:42.600
TS_Auto_12,19.8251,2.8400,0.3243,2019-11-13,11:23:42.780
TS_Auto_12,19.8252,2.8401,0.3243,2019-11-13,11:23:42.900
TS_Auto_12,19.8252,2.8401,0.3243,2019-11-13,11:23:43.010
TS_Auto_12,19.8252,2.8401,0.3243,2019-11-13,11:23:43.130
TS_Auto_12,19.8252,2.8402,0.3243,2019-11-13,11:23:43.250
TS_Auto_12,19.8252,2.8401,0.3243,2019-11-13,11:23:43.360
TS_Auto_12,19.8252,2.8401,0.3244,2019-11-13,11:23:43.530
TS_Auto_12,19.8252,2.8402,0.3243,2019-11-13,11:23:43.640
TS_Auto_12,19.8251,2.8401,0.3244,2019-11-13,11:23:43.740
TS_Auto_12,19.8251,2.8401,0.3243,2019-11-13,11:23:43.910
TS_Auto_12,19.8252,2.8402,0.3244,2019-11-13,11:23:44.050
TS_Auto_12,19.8252,2.8401,0.3244,2019-11-13,11:23:44.230
TS_Auto_12,19.8252,2.8401,0.3243,2019-11-13,11:23:44.380
TS_Auto_12,19.8252,2.8402,0.3243,2019-11-13,11:23:44.510
TS_Auto_12,19.8252,2.8401,0.3243,2019-11-13,11:23:44.650
TS_Auto_12,19.8251,2.8401,0.3243,2019-11-13,11:23:44.750
TS_Auto_12,19.8250,2.8401,0.3243,2019-11-13,11:23:44.850
TS_Auto_12,19.8252,2.8402,0.3244,2019-11-13,11:23:44.960
TS_Auto_12,19.8252,2.8402,0.3244,2019-11-13,11:23:45.070
TS_Auto_12,19.8252,2.8402,0.3243,2019-11-13,11:23:45.330
TS_Auto_12,19.8251,2.8400,0.3243,2019-11-13,11:23:45.450
TS_Auto_12,19.8251,2.8400,0.3244,2019-11-13,11:23:45.590
TS_Auto_12,19.8252,2.8401,0.3243,2019-11-13,11:23:45.780
TS_Auto_12,19.8251,2.8400,0.3243,2019-11-13,11:23:45.890
TS_Auto_12,19.8252,2.8401,0.3244,2019-11-13,11:23:46.040
TS_Auto_12,19.8251,2.8400,0.3246,2019-11-13,11:23:46.300
TS_Auto_12,19.8251,2.8401,0.3246,2019-11-13,11:23:46.440
TS_Auto_12,19.8252,2.8402,0.3250,2019-11-13,11:23:46.550
TS_Auto_12,19.8253,2.8404,0.3257,2019-11-13,11:23:46.680
TS_Auto_12,19.8262,2.8471,0.3476,2019-11-13,11:23:46.820
TS_Auto_12,19.8220,2.8515,0.3799,2019-11-13,11:23:46.930
TS_Auto_12,19.8161,2.8570,0.4241,2019-11-13,11:23:47.060
TS_Auto_12,19.7922,2.8721,0.5314,2019-11-13,11:23:47.200
TS_Auto_12,19.7798,2.8781,0.5624,2019-11-13,11:23:47.310
TS_Auto_12,19.7581,2.8870,0.5872,2019-11-13,11:23:47.440
TS_Auto_12,19.7236,2.8994,0.5939,2019-11-13,11:23:47.650
TS_Auto_12,19.6925,2.9082,0.5846,2019-11-13,11:23:47.760
TS_Auto_12,19.6609,2.9193,0.5702,2019-11-13,11:23:47.910
TS_Auto_12,19.6371,2.9271,0.5574,2019-11-13,11:23:48.040
TS_Auto_12,19.5650,2.9472,0.5140,2019-11-13,11:23:48.290
TS_Auto_12,19.4420,2.9871,0.4702,2019-11-13,11:23:48.620
TS_Auto_12,19.3790,3.0079,0.4519,2019-11-13,11:23:48.790
TS_Auto_12,19.3407,3.0224,0.4451,2019-11-13,11:23:48.950
TS_Auto_12,19.2435,3.0641,0.4378,2019-11-13,11:23:49.060
TS_Auto_12,19.1336,3.1091,0.4409,2019-11-13,11:23:49.260
TS_Auto_12,19.0935,3.1262,0.4458,2019-11-13,11:23:49.390
TS_Auto_12,18.9864,3.1721,0.4629,2019-11-13,11:23:49.530
TS_Auto_12,18.9447,3.1882,0.4709,2019-11-13,11:23:49.680
TS_Auto_12,18.8491,3.2279,0.4970,2019-11-13,11:23:49.810
TS_Auto_12,18.8164,3.2456,0.5088,2019-11-13,11:23:49.930
TS_Auto_12,18.7861,3.2626,0.5195,2019-11-13,11:23:50.050
TS_Auto_12,18.7459,3.2901,0.5369,2019-11-13,11:23:50.160
TS_Auto_12,18.7000,3.3246,0.5624,2019-11-13,11:23:50.330
